"","Pop","Theta","Growth","samplingSize","n.haplotypes","hap.diversity","Max.Gamma.value"
"1796",3,"ten","yes",16,8,0.8915536,14
"1797",3,"ten","yes",16,10,0.8915536,18
"1798",3,"ten","yes",16,9,0.8915536,16
"1799",3,"ten","yes",16,12,0.8915536,21
"1800",3,"ten","yes",16,9,0.8915536,16
"1801",3,"ten","yes",32,14,0.8915536,25
"1802",3,"ten","yes",32,17,0.8915536,31
"1803",3,"ten","yes",32,14,0.8915536,25
"1804",3,"ten","yes",32,10,0.8915536,18
"1805",3,"ten","yes",32,10,0.8915536,18
"1806",3,"ten","yes",32,13,0.8915536,23
"1807",3,"ten","yes",32,13,0.8915536,23
"1808",3,"ten","yes",32,13,0.8915536,23
"1809",3,"ten","yes",32,11,0.8915536,19
"1810",3,"ten","yes",32,16,0.8915536,29
"1811",3,"ten","yes",32,11,0.8915536,19
"1812",3,"ten","yes",32,14,0.8915536,25
"1813",3,"ten","yes",32,13,0.8915536,23
"1814",3,"ten","yes",32,12,0.8915536,21
"1815",3,"ten","yes",32,14,0.8915536,25
"1816",3,"ten","yes",32,13,0.8915536,23
"1817",3,"ten","yes",32,16,0.8915536,29
"1818",3,"ten","yes",32,10,0.8915536,18
"1819",3,"ten","yes",32,12,0.8915536,21
"1820",3,"ten","yes",32,10,0.8915536,18
"1821",3,"ten","yes",32,12,0.8915536,21
"1822",3,"ten","yes",32,10,0.8915536,18
"1823",3,"ten","yes",32,11,0.8915536,19
"1824",3,"ten","yes",32,11,0.8915536,19
"1825",3,"ten","yes",32,11,0.8915536,19
"1826",3,"ten","yes",32,15,0.8915536,27
"1827",3,"ten","yes",32,16,0.8915536,29
"1828",3,"ten","yes",32,16,0.8915536,29
"1829",3,"ten","yes",32,12,0.8915536,21
"1830",3,"ten","yes",32,11,0.8915536,19
"1831",3,"ten","yes",32,11,0.8915536,19
"1832",3,"ten","yes",32,15,0.8915536,27
"1833",3,"ten","yes",32,13,0.8915536,23
"1834",3,"ten","yes",32,11,0.8915536,19
"1835",3,"ten","yes",32,13,0.8915536,23
"1836",3,"ten","yes",32,11,0.8915536,19
"1837",3,"ten","yes",32,12,0.8915536,21
"1838",3,"ten","yes",32,11,0.8915536,19
"1839",3,"ten","yes",32,11,0.8915536,19
"1840",3,"ten","yes",32,13,0.8915536,23
"1841",3,"ten","yes",32,15,0.8915536,27
"1842",3,"ten","yes",32,13,0.8915536,23
"1843",3,"ten","yes",32,14,0.8915536,25
"1844",3,"ten","yes",32,14,0.8915536,25
"1845",3,"ten","yes",32,12,0.8915536,21
"1846",3,"ten","yes",32,11,0.8915536,19
"1847",3,"ten","yes",32,15,0.8915536,27
"1848",3,"ten","yes",32,11,0.8915536,19
"1849",3,"ten","yes",32,10,0.8915536,18
"1850",3,"ten","yes",32,12,0.8915536,21
"1851",3,"ten","yes",32,13,0.8915536,23
"1852",3,"ten","yes",32,14,0.8915536,25
"1853",3,"ten","yes",32,12,0.8915536,21
"1854",3,"ten","yes",32,13,0.8915536,23
"1855",3,"ten","yes",32,11,0.8915536,19
"1856",3,"ten","yes",32,16,0.8915536,29
"1857",3,"ten","yes",32,11,0.8915536,19
"1858",3,"ten","yes",32,13,0.8915536,23
"1859",3,"ten","yes",32,14,0.8915536,25
"1860",3,"ten","yes",32,12,0.8915536,21
"1861",3,"ten","yes",32,10,0.8915536,18
"1862",3,"ten","yes",32,12,0.8915536,21
"1863",3,"ten","yes",32,12,0.8915536,21
"1864",3,"ten","yes",32,10,0.8915536,18
"1865",3,"ten","yes",32,12,0.8915536,21
"1866",3,"ten","yes",32,10,0.8915536,18
"1867",3,"ten","yes",32,14,0.8915536,25
"1868",3,"ten","yes",32,12,0.8915536,21
"1869",3,"ten","yes",32,11,0.8915536,19
"1870",3,"ten","yes",32,11,0.8915536,19
"1871",3,"ten","yes",32,12,0.8915536,21
"1872",3,"ten","yes",32,12,0.8915536,21
"1873",3,"ten","yes",32,15,0.8915536,27
"1874",3,"ten","yes",32,9,0.8915536,16
"1875",3,"ten","yes",32,10,0.8915536,18
"1876",3,"ten","yes",32,13,0.8915536,23
"1877",3,"ten","yes",32,14,0.8915536,25
"1878",3,"ten","yes",32,15,0.8915536,27
"1879",3,"ten","yes",32,10,0.8915536,18
"1880",3,"ten","yes",32,12,0.8915536,21
"1881",3,"ten","yes",32,14,0.8915536,25
"1882",3,"ten","yes",32,9,0.8915536,16
"1883",3,"ten","yes",32,15,0.8915536,27
"1884",3,"ten","yes",32,13,0.8915536,23
"1885",3,"ten","yes",32,12,0.8915536,21
"1886",3,"ten","yes",32,10,0.8915536,18
"1887",3,"ten","yes",32,13,0.8915536,23
"1888",3,"ten","yes",32,12,0.8915536,21
"1889",3,"ten","yes",32,12,0.8915536,21
"1890",3,"ten","yes",32,12,0.8915536,21
"1891",3,"ten","yes",32,12,0.8915536,21
"1892",3,"ten","yes",32,13,0.8915536,23
"1893",3,"ten","yes",32,13,0.8915536,23
"1894",3,"ten","yes",32,11,0.8915536,19
"1895",3,"ten","yes",32,10,0.8915536,18
"1896",3,"ten","yes",32,12,0.8915536,21
"1897",3,"ten","yes",32,16,0.8915536,29
"1898",3,"ten","yes",32,12,0.8915536,21
"1899",3,"ten","yes",32,13,0.8915536,23
"1900",3,"ten","yes",32,12,0.8915536,21
"1901",3,"ten","yes",64,16,0.8915536,29
"1902",3,"ten","yes",64,21,0.8915536,38
"1903",3,"ten","yes",64,17,0.8915536,31
"1904",3,"ten","yes",64,16,0.8915536,29
"1905",3,"ten","yes",64,21,0.8915536,38
"1906",3,"ten","yes",64,12,0.8915536,21
"1907",3,"ten","yes",64,16,0.8915536,29
"1908",3,"ten","yes",64,17,0.8915536,31
"1909",3,"ten","yes",64,17,0.8915536,31
"1910",3,"ten","yes",64,18,0.8915536,33
"1911",3,"ten","yes",64,17,0.8915536,31
"1912",3,"ten","yes",64,19,0.8915536,35
"1913",3,"ten","yes",64,16,0.8915536,29
"1914",3,"ten","yes",64,19,0.8915536,35
"1915",3,"ten","yes",64,13,0.8915536,23
"1916",3,"ten","yes",64,19,0.8915536,35
"1917",3,"ten","yes",64,16,0.8915536,29
"1918",3,"ten","yes",64,18,0.8915536,33
"1919",3,"ten","yes",64,17,0.8915536,31
"1920",3,"ten","yes",64,18,0.8915536,33
"1921",3,"ten","yes",64,18,0.8915536,33
"1922",3,"ten","yes",64,15,0.8915536,27
"1923",3,"ten","yes",64,16,0.8915536,29
"1924",3,"ten","yes",64,13,0.8915536,23
"1925",3,"ten","yes",64,15,0.8915536,27
"1926",3,"ten","yes",64,18,0.8915536,33
"1927",3,"ten","yes",64,21,0.8915536,38
"1928",3,"ten","yes",64,20,0.8915536,36
"1929",3,"ten","yes",64,18,0.8915536,33
"1930",3,"ten","yes",64,17,0.8915536,31
"1931",3,"ten","yes",64,15,0.8915536,27
"1932",3,"ten","yes",64,15,0.8915536,27
"1933",3,"ten","yes",64,17,0.8915536,31
"1934",3,"ten","yes",64,18,0.8915536,33
"1935",3,"ten","yes",64,17,0.8915536,31
"1936",3,"ten","yes",64,18,0.8915536,33
"1937",3,"ten","yes",64,16,0.8915536,29
"1938",3,"ten","yes",64,14,0.8915536,25
"1939",3,"ten","yes",64,15,0.8915536,27
"1940",3,"ten","yes",64,18,0.8915536,33
"1941",3,"ten","yes",64,17,0.8915536,31
"1942",3,"ten","yes",64,19,0.8915536,35
"1943",3,"ten","yes",64,15,0.8915536,27
"1944",3,"ten","yes",64,16,0.8915536,29
"1945",3,"ten","yes",64,18,0.8915536,33
"1946",3,"ten","yes",64,16,0.8915536,29
"1947",3,"ten","yes",64,16,0.8915536,29
"1948",3,"ten","yes",64,20,0.8915536,36
"1949",3,"ten","yes",64,18,0.8915536,33
"1950",3,"ten","yes",64,17,0.8915536,31
"1951",3,"ten","yes",64,14,0.8915536,25
"1952",3,"ten","yes",64,17,0.8915536,31
"1953",3,"ten","yes",64,15,0.8915536,27
"1954",3,"ten","yes",64,14,0.8915536,25
"1955",3,"ten","yes",64,14,0.8915536,25
"1956",3,"ten","yes",64,17,0.8915536,31
"1957",3,"ten","yes",64,15,0.8915536,27
"1958",3,"ten","yes",64,16,0.8915536,29
"1959",3,"ten","yes",64,17,0.8915536,31
"1960",3,"ten","yes",64,17,0.8915536,31
"1961",3,"ten","yes",64,17,0.8915536,31
"1962",3,"ten","yes",64,17,0.8915536,31
"1963",3,"ten","yes",64,17,0.8915536,31
"1964",3,"ten","yes",64,17,0.8915536,31
"1965",3,"ten","yes",64,16,0.8915536,29
"1966",3,"ten","yes",64,16,0.8915536,29
"1967",3,"ten","yes",64,18,0.8915536,33
"1968",3,"ten","yes",64,17,0.8915536,31
"1969",3,"ten","yes",64,19,0.8915536,35
"1970",3,"ten","yes",64,18,0.8915536,33
"1971",3,"ten","yes",64,20,0.8915536,36
"1972",3,"ten","yes",64,17,0.8915536,31
"1973",3,"ten","yes",64,15,0.8915536,27
"1974",3,"ten","yes",64,15,0.8915536,27
"1975",3,"ten","yes",64,19,0.8915536,35
"1976",3,"ten","yes",64,16,0.8915536,29
"1977",3,"ten","yes",64,17,0.8915536,31
"1978",3,"ten","yes",64,18,0.8915536,33
"1979",3,"ten","yes",64,17,0.8915536,31
"1980",3,"ten","yes",64,16,0.8915536,29
"1981",3,"ten","yes",64,18,0.8915536,33
"1982",3,"ten","yes",64,20,0.8915536,36
"1983",3,"ten","yes",64,14,0.8915536,25
"1984",3,"ten","yes",64,17,0.8915536,31
"1985",3,"ten","yes",64,16,0.8915536,29
"1986",3,"ten","yes",64,16,0.8915536,29
"1987",3,"ten","yes",64,17,0.8915536,31
"1988",3,"ten","yes",64,13,0.8915536,23
"1989",3,"ten","yes",64,19,0.8915536,35
"1990",3,"ten","yes",64,17,0.8915536,31
"1991",3,"ten","yes",64,16,0.8915536,29
"1992",3,"ten","yes",64,17,0.8915536,31
"1993",3,"ten","yes",64,14,0.8915536,25
"1994",3,"ten","yes",64,14,0.8915536,25
"1995",3,"ten","yes",64,16,0.8915536,29
"1996",3,"ten","yes",64,18,0.8915536,33
"1997",3,"ten","yes",64,14,0.8915536,25
"1998",3,"ten","yes",64,18,0.8915536,33
"1999",3,"ten","yes",64,18,0.8915536,33
"2000",3,"ten","yes",64,19,0.8915536,35
"2001",3,"ten","yes",128,23,0.8915536,42
"2002",3,"ten","yes",128,22,0.8915536,40
"2003",3,"ten","yes",128,19,0.8915536,35
"2004",3,"ten","yes",128,21,0.8915536,38
"2005",3,"ten","yes",128,18,0.8915536,33
"2006",3,"ten","yes",128,22,0.8915536,40
"2007",3,"ten","yes",128,23,0.8915536,42
"2008",3,"ten","yes",128,25,0.8915536,46
"2009",3,"ten","yes",128,24,0.8915536,44
"2010",3,"ten","yes",128,23,0.8915536,42
"2011",3,"ten","yes",128,22,0.8915536,40
"2012",3,"ten","yes",128,22,0.8915536,40
"2013",3,"ten","yes",128,25,0.8915536,46
"2014",3,"ten","yes",128,22,0.8915536,40
"2015",3,"ten","yes",128,22,0.8915536,40
"2016",3,"ten","yes",128,20,0.8915536,36
"2017",3,"ten","yes",128,21,0.8915536,38
"2018",3,"ten","yes",128,22,0.8915536,40
"2019",3,"ten","yes",128,24,0.8915536,44
"2020",3,"ten","yes",128,21,0.8915536,38
"2021",3,"ten","yes",128,24,0.8915536,44
"2022",3,"ten","yes",128,18,0.8915536,33
"2023",3,"ten","yes",128,22,0.8915536,40
"2024",3,"ten","yes",128,24,0.8915536,44
"2025",3,"ten","yes",128,22,0.8915536,40
"2026",3,"ten","yes",128,20,0.8915536,36
"2027",3,"ten","yes",128,24,0.8915536,44
"2028",3,"ten","yes",128,26,0.8915536,48
"2029",3,"ten","yes",128,24,0.8915536,44
"2030",3,"ten","yes",128,24,0.8915536,44
"2031",3,"ten","yes",128,23,0.8915536,42
"2032",3,"ten","yes",128,24,0.8915536,44
"2033",3,"ten","yes",128,23,0.8915536,42
"2034",3,"ten","yes",128,23,0.8915536,42
"2035",3,"ten","yes",128,24,0.8915536,44
"2036",3,"ten","yes",128,18,0.8915536,33
"2037",3,"ten","yes",128,21,0.8915536,38
"2038",3,"ten","yes",128,23,0.8915536,42
"2039",3,"ten","yes",128,21,0.8915536,38
"2040",3,"ten","yes",128,23,0.8915536,42
"2041",3,"ten","yes",128,24,0.8915536,44
"2042",3,"ten","yes",128,23,0.8915536,42
"2043",3,"ten","yes",128,20,0.8915536,36
"2044",3,"ten","yes",128,23,0.8915536,42
"2045",3,"ten","yes",128,21,0.8915536,38
"2046",3,"ten","yes",128,22,0.8915536,40
"2047",3,"ten","yes",128,20,0.8915536,36
"2048",3,"ten","yes",128,23,0.8915536,42
"2049",3,"ten","yes",128,23,0.8915536,42
"2050",3,"ten","yes",128,23,0.8915536,42
"2051",3,"ten","yes",128,23,0.8915536,42
"2052",3,"ten","yes",128,24,0.8915536,44
"2053",3,"ten","yes",128,20,0.8915536,36
"2054",3,"ten","yes",128,25,0.8915536,46
"2055",3,"ten","yes",128,24,0.8915536,44
"2056",3,"ten","yes",128,25,0.8915536,46
"2057",3,"ten","yes",128,21,0.8915536,38
"2058",3,"ten","yes",128,25,0.8915536,46
"2059",3,"ten","yes",128,24,0.8915536,44
"2060",3,"ten","yes",128,21,0.8915536,38
"2061",3,"ten","yes",128,19,0.8915536,35
"2062",3,"ten","yes",128,22,0.8915536,40
"2063",3,"ten","yes",128,21,0.8915536,38
"2064",3,"ten","yes",128,25,0.8915536,46
"2065",3,"ten","yes",128,22,0.8915536,40
"2066",3,"ten","yes",128,27,0.8915536,50
"2067",3,"ten","yes",128,22,0.8915536,40
"2068",3,"ten","yes",128,22,0.8915536,40
"2069",3,"ten","yes",128,22,0.8915536,40
"2070",3,"ten","yes",128,25,0.8915536,46
"2071",3,"ten","yes",128,23,0.8915536,42
"2072",3,"ten","yes",128,22,0.8915536,40
"2073",3,"ten","yes",128,20,0.8915536,36
"2074",3,"ten","yes",128,22,0.8915536,40
"2075",3,"ten","yes",128,25,0.8915536,46
"2076",3,"ten","yes",128,21,0.8915536,38
"2077",3,"ten","yes",128,23,0.8915536,42
"2078",3,"ten","yes",128,25,0.8915536,46
"2079",3,"ten","yes",128,21,0.8915536,38
"2080",3,"ten","yes",128,25,0.8915536,46
"2081",3,"ten","yes",128,18,0.8915536,33
"2082",3,"ten","yes",128,23,0.8915536,42
"2083",3,"ten","yes",128,23,0.8915536,42
"2084",3,"ten","yes",128,21,0.8915536,38
"2085",3,"ten","yes",128,23,0.8915536,42
"2086",3,"ten","yes",128,26,0.8915536,48
"2087",3,"ten","yes",128,21,0.8915536,38
"2088",3,"ten","yes",128,22,0.8915536,40
"2089",3,"ten","yes",128,22,0.8915536,40
"2090",3,"ten","yes",128,22,0.8915536,40
"2091",3,"ten","yes",128,25,0.8915536,46
"2092",3,"ten","yes",128,20,0.8915536,36
"2093",3,"ten","yes",128,22,0.8915536,40
"2094",3,"ten","yes",128,24,0.8915536,44
"2095",3,"ten","yes",128,26,0.8915536,48
"2096",3,"ten","yes",128,21,0.8915536,38
"2097",3,"ten","yes",128,24,0.8915536,44
"2098",3,"ten","yes",128,23,0.8915536,42
"2099",3,"ten","yes",128,22,0.8915536,40
"2100",3,"ten","yes",128,24,0.8915536,44
"2101",4,"ten","no",2,2,0.9258679,3
"2102",4,"ten","no",2,2,0.9258679,3
"2103",4,"ten","no",2,2,0.9258679,3
"2104",4,"ten","no",2,2,0.9258679,3
"2105",4,"ten","no",2,2,0.9258679,3
"2106",4,"ten","no",2,2,0.9258679,3
"2107",4,"ten","no",2,2,0.9258679,3
"2108",4,"ten","no",2,2,0.9258679,3
"2109",4,"ten","no",2,2,0.9258679,3
"2110",4,"ten","no",2,1,0.9258679,1
"2111",4,"ten","no",2,2,0.9258679,3
"2112",4,"ten","no",2,2,0.9258679,3
"2113",4,"ten","no",2,2,0.9258679,3
"2114",4,"ten","no",2,2,0.9258679,3
"2115",4,"ten","no",2,2,0.9258679,3
"2116",4,"ten","no",2,2,0.9258679,3
"2117",4,"ten","no",2,2,0.9258679,3
"2118",4,"ten","no",2,2,0.9258679,3
"2119",4,"ten","no",2,2,0.9258679,3
"2120",4,"ten","no",2,2,0.9258679,3
"2121",4,"ten","no",2,2,0.9258679,3
"2122",4,"ten","no",2,2,0.9258679,3
"2123",4,"ten","no",2,2,0.9258679,3
"2124",4,"ten","no",2,2,0.9258679,3
"2125",4,"ten","no",2,2,0.9258679,3
"2126",4,"ten","no",2,2,0.9258679,3
"2127",4,"ten","no",2,1,0.9258679,1
"2128",4,"ten","no",2,2,0.9258679,3
"2129",4,"ten","no",2,2,0.9258679,3
"2130",4,"ten","no",2,2,0.9258679,3
"2131",4,"ten","no",2,2,0.9258679,3
"2132",4,"ten","no",2,2,0.9258679,3
"2133",4,"ten","no",2,2,0.9258679,3
"2134",4,"ten","no",2,1,0.9258679,1
"2135",4,"ten","no",2,2,0.9258679,3
"2136",4,"ten","no",2,2,0.9258679,3
"2137",4,"ten","no",2,2,0.9258679,3
"2138",4,"ten","no",2,1,0.9258679,1
"2139",4,"ten","no",2,2,0.9258679,3
"2140",4,"ten","no",2,1,0.9258679,1
"2141",4,"ten","no",2,2,0.9258679,3
"2142",4,"ten","no",2,2,0.9258679,3
"2143",4,"ten","no",2,2,0.9258679,3
"2144",4,"ten","no",2,2,0.9258679,3
"2145",4,"ten","no",2,2,0.9258679,3
"2146",4,"ten","no",2,2,0.9258679,3
"2147",4,"ten","no",2,2,0.9258679,3
"2148",4,"ten","no",2,2,0.9258679,3
"2149",4,"ten","no",2,2,0.9258679,3
"2150",4,"ten","no",2,2,0.9258679,3
"2151",4,"ten","no",2,1,0.9258679,1
"2152",4,"ten","no",2,1,0.9258679,1
"2153",4,"ten","no",2,2,0.9258679,3
"2154",4,"ten","no",2,2,0.9258679,3
"2155",4,"ten","no",2,2,0.9258679,3
"2156",4,"ten","no",2,2,0.9258679,3
"2157",4,"ten","no",2,2,0.9258679,3
"2158",4,"ten","no",2,2,0.9258679,3
"2159",4,"ten","no",2,2,0.9258679,3
"2160",4,"ten","no",2,2,0.9258679,3
"2161",4,"ten","no",2,2,0.9258679,3
"2162",4,"ten","no",2,2,0.9258679,3
"2163",4,"ten","no",2,2,0.9258679,3
"2164",4,"ten","no",2,2,0.9258679,3
"2165",4,"ten","no",2,2,0.9258679,3
"2166",4,"ten","no",2,1,0.9258679,1
"2167",4,"ten","no",2,1,0.9258679,1
"2168",4,"ten","no",2,2,0.9258679,3
"2169",4,"ten","no",2,2,0.9258679,3
"2170",4,"ten","no",2,2,0.9258679,3
"2171",4,"ten","no",2,2,0.9258679,3
"2172",4,"ten","no",2,2,0.9258679,3
"2173",4,"ten","no",2,2,0.9258679,3
"2174",4,"ten","no",2,2,0.9258679,3
"2175",4,"ten","no",2,2,0.9258679,3
"2176",4,"ten","no",2,2,0.9258679,3
"2177",4,"ten","no",2,2,0.9258679,3
"2178",4,"ten","no",2,2,0.9258679,3
"2179",4,"ten","no",2,2,0.9258679,3
"2180",4,"ten","no",2,2,0.9258679,3
"2181",4,"ten","no",2,2,0.9258679,3
"2182",4,"ten","no",2,2,0.9258679,3
"2183",4,"ten","no",2,2,0.9258679,3
"2184",4,"ten","no",2,1,0.9258679,1
"2185",4,"ten","no",2,1,0.9258679,1
"2186",4,"ten","no",2,2,0.9258679,3
"2187",4,"ten","no",2,2,0.9258679,3
"2188",4,"ten","no",2,2,0.9258679,3
"2189",4,"ten","no",2,2,0.9258679,3
"2190",4,"ten","no",2,2,0.9258679,3
"2191",4,"ten","no",2,2,0.9258679,3
"2192",4,"ten","no",2,2,0.9258679,3
"2193",4,"ten","no",2,2,0.9258679,3
"2194",4,"ten","no",2,2,0.9258679,3
"2195",4,"ten","no",2,2,0.9258679,3
"2196",4,"ten","no",2,2,0.9258679,3
"2197",4,"ten","no",2,2,0.9258679,3
"2198",4,"ten","no",2,2,0.9258679,3
"2199",4,"ten","no",2,2,0.9258679,3
"2200",4,"ten","no",2,2,0.9258679,3
"2201",4,"ten","no",4,4,0.9258679,6
"2202",4,"ten","no",4,3,0.9258679,4
"2203",4,"ten","no",4,4,0.9258679,6
"2204",4,"ten","no",4,4,0.9258679,6
"2205",4,"ten","no",4,4,0.9258679,6
"2206",4,"ten","no",4,4,0.9258679,6
"2207",4,"ten","no",4,4,0.9258679,6
"2208",4,"ten","no",4,3,0.9258679,4
"2209",4,"ten","no",4,3,0.9258679,4
"2210",4,"ten","no",4,2,0.9258679,3
"2211",4,"ten","no",4,3,0.9258679,4
"2212",4,"ten","no",4,4,0.9258679,6
"2213",4,"ten","no",4,4,0.9258679,6
"2214",4,"ten","no",4,4,0.9258679,6
"2215",4,"ten","no",4,4,0.9258679,6
"2216",4,"ten","no",4,3,0.9258679,4
"2217",4,"ten","no",4,2,0.9258679,3
"2218",4,"ten","no",4,3,0.9258679,4
"2219",4,"ten","no",4,3,0.9258679,4
"2220",4,"ten","no",4,4,0.9258679,6
"2221",4,"ten","no",4,4,0.9258679,6
"2222",4,"ten","no",4,3,0.9258679,4
"2223",4,"ten","no",4,4,0.9258679,6
"2224",4,"ten","no",4,4,0.9258679,6
"2225",4,"ten","no",4,4,0.9258679,6
"2226",4,"ten","no",4,2,0.9258679,3
"2227",4,"ten","no",4,1,0.9258679,1
"2228",4,"ten","no",4,3,0.9258679,4
"2229",4,"ten","no",4,4,0.9258679,6
"2230",4,"ten","no",4,4,0.9258679,6
"2231",4,"ten","no",4,4,0.9258679,6
"2232",4,"ten","no",4,3,0.9258679,4
"2233",4,"ten","no",4,4,0.9258679,6
"2234",4,"ten","no",4,4,0.9258679,6
"2235",4,"ten","no",4,4,0.9258679,6
"2236",4,"ten","no",4,4,0.9258679,6
"2237",4,"ten","no",4,4,0.9258679,6
"2238",4,"ten","no",4,4,0.9258679,6
"2239",4,"ten","no",4,3,0.9258679,4
"2240",4,"ten","no",4,4,0.9258679,6
"2241",4,"ten","no",4,3,0.9258679,4
"2242",4,"ten","no",4,3,0.9258679,4
"2243",4,"ten","no",4,4,0.9258679,6
"2244",4,"ten","no",4,2,0.9258679,3
"2245",4,"ten","no",4,4,0.9258679,6
"2246",4,"ten","no",4,4,0.9258679,6
"2247",4,"ten","no",4,3,0.9258679,4
"2248",4,"ten","no",4,4,0.9258679,6
"2249",4,"ten","no",4,2,0.9258679,3
"2250",4,"ten","no",4,4,0.9258679,6
"2251",4,"ten","no",4,4,0.9258679,6
"2252",4,"ten","no",4,3,0.9258679,4
"2253",4,"ten","no",4,4,0.9258679,6
"2254",4,"ten","no",4,4,0.9258679,6
"2255",4,"ten","no",4,4,0.9258679,6
"2256",4,"ten","no",4,4,0.9258679,6
"2257",4,"ten","no",4,4,0.9258679,6
"2258",4,"ten","no",4,4,0.9258679,6
"2259",4,"ten","no",4,4,0.9258679,6
"2260",4,"ten","no",4,4,0.9258679,6
"2261",4,"ten","no",4,4,0.9258679,6
"2262",4,"ten","no",4,4,0.9258679,6
"2263",4,"ten","no",4,4,0.9258679,6
"2264",4,"ten","no",4,4,0.9258679,6
"2265",4,"ten","no",4,4,0.9258679,6
"2266",4,"ten","no",4,3,0.9258679,4
"2267",4,"ten","no",4,2,0.9258679,3
"2268",4,"ten","no",4,3,0.9258679,4
"2269",4,"ten","no",4,4,0.9258679,6
"2270",4,"ten","no",4,4,0.9258679,6
"2271",4,"ten","no",4,4,0.9258679,6
"2272",4,"ten","no",4,4,0.9258679,6
"2273",4,"ten","no",4,3,0.9258679,4
"2274",4,"ten","no",4,4,0.9258679,6
"2275",4,"ten","no",4,4,0.9258679,6
"2276",4,"ten","no",4,4,0.9258679,6
"2277",4,"ten","no",4,4,0.9258679,6
"2278",4,"ten","no",4,4,0.9258679,6
"2279",4,"ten","no",4,4,0.9258679,6
"2280",4,"ten","no",4,4,0.9258679,6
"2281",4,"ten","no",4,4,0.9258679,6
"2282",4,"ten","no",4,4,0.9258679,6
"2283",4,"ten","no",4,3,0.9258679,4
"2284",4,"ten","no",4,3,0.9258679,4
"2285",4,"ten","no",4,4,0.9258679,6
"2286",4,"ten","no",4,3,0.9258679,4
"2287",4,"ten","no",4,3,0.9258679,4
"2288",4,"ten","no",4,2,0.9258679,3
"2289",4,"ten","no",4,4,0.9258679,6
"2290",4,"ten","no",4,3,0.9258679,4
"2291",4,"ten","no",4,4,0.9258679,6
"2292",4,"ten","no",4,3,0.9258679,4
"2293",4,"ten","no",4,3,0.9258679,4
"2294",4,"ten","no",4,4,0.9258679,6
"2295",4,"ten","no",4,4,0.9258679,6
"2296",4,"ten","no",4,4,0.9258679,6
"2297",4,"ten","no",4,4,0.9258679,6
"2298",4,"ten","no",4,3,0.9258679,4
"2299",4,"ten","no",4,4,0.9258679,6
"2300",4,"ten","no",4,4,0.9258679,6
"2301",4,"ten","no",8,7,0.9258679,12
"2302",4,"ten","no",8,7,0.9258679,12
"2303",4,"ten","no",8,6,0.9258679,10
"2304",4,"ten","no",8,6,0.9258679,10
"2305",4,"ten","no",8,6,0.9258679,10
"2306",4,"ten","no",8,6,0.9258679,10
"2307",4,"ten","no",8,7,0.9258679,12
"2308",4,"ten","no",8,7,0.9258679,12
"2309",4,"ten","no",8,7,0.9258679,12
"2310",4,"ten","no",8,6,0.9258679,10
"2311",4,"ten","no",8,5,0.9258679,8
"2312",4,"ten","no",8,6,0.9258679,10
"2313",4,"ten","no",8,7,0.9258679,12
"2314",4,"ten","no",8,7,0.9258679,12
"2315",4,"ten","no",8,6,0.9258679,10
"2316",4,"ten","no",8,6,0.9258679,10
"2317",4,"ten","no",8,5,0.9258679,8
"2318",4,"ten","no",8,6,0.9258679,10
"2319",4,"ten","no",8,6,0.9258679,10
"2320",4,"ten","no",8,5,0.9258679,8
"2321",4,"ten","no",8,5,0.9258679,8
"2322",4,"ten","no",8,5,0.9258679,8
"2323",4,"ten","no",8,7,0.9258679,12
"2324",4,"ten","no",8,7,0.9258679,12
"2325",4,"ten","no",8,7,0.9258679,12
"2326",4,"ten","no",8,8,0.9258679,14
"2327",4,"ten","no",8,6,0.9258679,10
"2328",4,"ten","no",8,8,0.9258679,14
"2329",4,"ten","no",8,6,0.9258679,10
"2330",4,"ten","no",8,4,0.9258679,6
"2331",4,"ten","no",8,7,0.9258679,12
"2332",4,"ten","no",8,7,0.9258679,12
"2333",4,"ten","no",8,4,0.9258679,6
"2334",4,"ten","no",8,6,0.9258679,10
"2335",4,"ten","no",8,7,0.9258679,12
"2336",4,"ten","no",8,7,0.9258679,12
"2337",4,"ten","no",8,7,0.9258679,12
"2338",4,"ten","no",8,5,0.9258679,8
"2339",4,"ten","no",8,3,0.9258679,4
"2340",4,"ten","no",8,5,0.9258679,8
"2341",4,"ten","no",8,7,0.9258679,12
"2342",4,"ten","no",8,6,0.9258679,10
"2343",4,"ten","no",8,6,0.9258679,10
"2344",4,"ten","no",8,6,0.9258679,10
"2345",4,"ten","no",8,5,0.9258679,8
"2346",4,"ten","no",8,7,0.9258679,12
"2347",4,"ten","no",8,6,0.9258679,10
"2348",4,"ten","no",8,8,0.9258679,14
"2349",4,"ten","no",8,5,0.9258679,8
"2350",4,"ten","no",8,7,0.9258679,12
"2351",4,"ten","no",8,7,0.9258679,12
"2352",4,"ten","no",8,7,0.9258679,12
"2353",4,"ten","no",8,6,0.9258679,10
"2354",4,"ten","no",8,7,0.9258679,12
"2355",4,"ten","no",8,7,0.9258679,12
"2356",4,"ten","no",8,7,0.9258679,12
"2357",4,"ten","no",8,7,0.9258679,12
"2358",4,"ten","no",8,7,0.9258679,12
"2359",4,"ten","no",8,7,0.9258679,12
"2360",4,"ten","no",8,7,0.9258679,12
"2361",4,"ten","no",8,7,0.9258679,12
"2362",4,"ten","no",8,5,0.9258679,8
"2363",4,"ten","no",8,6,0.9258679,10
