Theta,n,segSites,prob
two,22,70,3.30E-12
two,23,70,3.46E-12
two,24,70,3.62E-12
two,25,70,3.77E-12
two,26,70,3.93E-12
two,27,70,4.09E-12
two,28,70,4.24E-12
two,29,70,4.40E-12
two,30,70,4.56E-12
two,31,70,4.72E-12
two,32,70,4.87E-12
two,33,70,5.03E-12
ten,1,70,0
ten,2,70,0.000115112
ten,3,70,0.000229746
ten,4,70,0.000343904
ten,5,70,0.00045759
ten,6,70,0.000570806
ten,7,70,0.000683553
ten,8,70,0.000795835
ten,9,70,0.000907653
ten,10,70,0.00101901
ten,11,70,0.001129909
ten,12,70,0.001240351
ten,13,70,0.00135034
ten,14,70,0.001459876
ten,15,70,0.001568963
ten,16,70,0.001677603
ten,17,70,0.001785797
ten,18,70,0.001893549
ten,19,70,0.002000861
ten,20,70,0.002107733
ten,21,70,0.00221417
ten,22,70,0.002320172
ten,23,70,0.002425743
ten,24,70,0.002530883
ten,25,70,0.002635596
ten,26,70,0.002739883
ten,27,70,0.002843747
ten,28,70,0.002947189
ten,29,70,0.003050212
ten,30,70,0.003152817
ten,31,70,0.003255008
ten,32,70,0.003356784
ten,33,70,0.00345815
twenty,1,70,0
twenty,2,70,0.001565056
twenty,3,70,0.003015
twenty,4,70,0.004357186
twenty,5,70,0.005598492
twenty,6,70,0.006745349
twenty,7,70,0.007803775
twenty,8,70,0.008779401
twenty,9,70,0.009677499
twenty,10,70,0.010503004
twenty,11,70,0.011260539
twenty,12,70,0.011954435
twenty,13,70,0.012588748
twenty,14,70,0.013167283
twenty,15,70,0.013693602
twenty,16,70,0.014171049
twenty,17,70,0.014602757
twenty,18,70,0.014991665
twenty,19,70,0.015340532
twenty,20,70,0.015651943
twenty,21,70,0.015928328
twenty,22,70,0.016171964
twenty,23,70,0.01638499
twenty,24,70,0.016569413
twenty,25,70,0.016727119
twenty,26,70,0.016859878
twenty,27,70,0.016969351
twenty,28,70,0.0170571
twenty,29,70,0.01712459
twenty,30,70,0.0171732
twenty,31,70,0.017204221
twenty,32,70,0.01721887
twenty,33,70,0.017218288
two,1,71,0
two,2,71,1.05E-13
two,3,71,2.10E-13
two,4,71,3.14E-13
two,5,71,4.19E-13
two,6,71,5.24E-13
two,7,71,6.29E-13
two,8,71,7.34E-13
two,9,71,8.38E-13
two,10,71,9.43E-13
two,11,71,1.05E-12
two,12,71,1.15E-12
two,13,71,1.26E-12
two,14,71,1.36E-12
two,15,71,1.47E-12
two,16,71,1.57E-12
two,17,71,1.68E-12
two,18,71,1.78E-12
two,19,71,1.89E-12
two,20,71,1.99E-12
two,21,71,2.10E-12
two,22,71,2.20E-12
two,23,71,2.31E-12
two,24,71,2.41E-12
two,25,71,2.52E-12
two,26,71,2.62E-12
two,27,71,2.73E-12
two,28,71,2.83E-12
two,29,71,2.93E-12
two,30,71,3.04E-12
two,31,71,3.14E-12
two,32,71,3.25E-12
two,33,71,3.35E-12
ten,1,71,0
ten,2,71,0.000104647
ten,3,71,0.000208896
ten,4,71,0.000312749
ten,5,71,0.000416207
ten,6,71,0.000519273
ten,7,71,0.000621948
ten,8,71,0.000724234
ten,9,71,0.000826133
ten,10,71,0.000927648
ten,11,71,0.001028778
ten,12,71,0.001129527
ten,13,71,0.001229897
ten,14,71,0.001329888
ten,15,71,0.001429502
ten,16,71,0.001528743
ten,17,71,0.00162761
ten,18,71,0.001726106
ten,19,71,0.001824233
ten,20,71,0.001921991
ten,21,71,0.002019384
ten,22,71,0.002116413
ten,23,71,0.002213078
ten,24,71,0.002309383
ten,25,71,0.002405328
ten,26,71,0.002500915
ten,27,71,0.002596146
ten,28,71,0.002691023
ten,29,71,0.002785546
ten,30,71,0.002879718
ten,31,71,0.002973541
ten,32,71,0.003067015
ten,33,71,0.003160142
twenty,1,71,0
twenty,2,71,0.001490529
twenty,3,71,0.002876411
twenty,4,71,0.004164042
twenty,5,71,0.005359417
twenty,6,71,0.006468163
twenty,7,71,0.007495557
twenty,8,71,0.008446553
twenty,9,71,0.0093258
twenty,10,71,0.010137665
twenty,11,71,0.010886247
twenty,12,71,0.0115754
twenty,13,71,0.012208743
twenty,14,71,0.012789676
twenty,15,71,0.013321397
twenty,16,71,0.013806912
twenty,17,71,0.014249048
twenty,18,71,0.014650463
twenty,19,71,0.015013657
twenty,20,71,0.015340983
twenty,21,71,0.015634656
twenty,22,71,0.015896757
twenty,23,71,0.016129249
twenty,24,71,0.016333976
twenty,25,71,0.016512678
twenty,26,71,0.016666989
twenty,27,71,0.016798451
twenty,28,71,0.016908514
twenty,29,71,0.016998546
twenty,30,71,0.017069833
twenty,31,71,0.017123588
twenty,32,71,0.017160954
twenty,33,71,0.017183005
two,1,72,0
two,2,72,6.99E-14
two,3,72,1.40E-13
two,4,72,2.10E-13
two,5,72,2.79E-13
two,6,72,3.49E-13
two,7,72,4.19E-13
two,8,72,4.89E-13
two,9,72,5.59E-13
two,10,72,6.29E-13
two,11,72,6.99E-13
two,12,72,7.69E-13
two,13,72,8.38E-13
two,14,72,9.08E-13
two,15,72,9.78E-13
two,16,72,1.05E-12
two,17,72,1.12E-12
two,18,72,1.19E-12
two,19,72,1.26E-12
two,20,72,1.33E-12
two,21,72,1.40E-12
two,22,72,1.47E-12
two,23,72,1.54E-12
two,24,72,1.61E-12
two,25,72,1.68E-12
two,26,72,1.75E-12
two,27,72,1.82E-12
two,28,72,1.89E-12
two,29,72,1.96E-12
two,30,72,2.03E-12
two,31,72,2.10E-12
two,32,72,2.17E-12
two,33,72,2.24E-12
ten,1,72,0
ten,2,72,9.51E-05
ten,3,72,0.000189935
ten,4,72,0.000284407
ten,5,72,0.00037855
ten,6,72,0.000472365
ten,7,72,0.000565854
ten,8,72,0.000659019
ten,9,72,0.00075186
ten,10,72,0.00084438
ten,11,72,0.000936579
ten,12,72,0.001028459
ten,13,72,0.001120022
ten,14,72,0.001211268
ten,15,72,0.001302199
ten,16,72,0.001392816
ten,17,72,0.001483122
ten,18,72,0.001573116
ten,19,72,0.0016628
ten,20,72,0.001752177
ten,21,72,0.001841246
ten,22,72,0.001930009
ten,23,72,0.002018468
ten,24,72,0.002106624
ten,25,72,0.002194478
ten,26,72,0.002282032
ten,27,72,0.002369286
ten,28,72,0.002456242
ten,29,72,0.002542901
ten,30,72,0.002629264
ten,31,72,0.002715333
ten,32,72,0.002801109
ten,33,72,0.002886593
twenty,1,72,0
twenty,2,72,0.001419552
twenty,3,72,0.00274397
twenty,4,72,0.003978815
twenty,5,72,0.005129317
twenty,6,72,0.006200394
twenty,7,72,0.007196673
twenty,8,72,0.00812251
twenty,9,72,0.008982003
twenty,10,72,0.009779011
twenty,11,72,0.010517169
twenty,12,72,0.011199899
twenty,13,72,0.011830426
twenty,14,72,0.01241179
twenty,15,72,0.012946853
twenty,16,72,0.013438315
twenty,17,72,0.013888722
twenty,18,72,0.014300474
twenty,19,72,0.014675833
twenty,20,72,0.015016936
twenty,21,72,0.015325796
twenty,22,72,0.015604313
twenty,23,72,0.015854283
twenty,24,72,0.016077396
twenty,25,72,0.016275251
twenty,26,72,0.016449357
twenty,27,72,0.016601137
twenty,28,72,0.016731936
twenty,29,72,0.016843023
twenty,30,72,0.016935599
twenty,31,72,0.017010794
twenty,32,72,0.01706968
twenty,33,72,0.017113267
two,1,73,0
two,2,73,4.66E-14
two,3,73,9.32E-14
two,4,73,1.40E-13
two,5,73,1.86E-13
two,6,73,2.33E-13
two,7,73,2.79E-13
two,8,73,3.26E-13
two,9,73,3.73E-13
two,10,73,4.19E-13
two,11,73,4.66E-13
two,12,73,5.12E-13
two,13,73,5.59E-13
two,14,73,6.06E-13
two,15,73,6.52E-13
two,16,73,6.99E-13
two,17,73,7.45E-13
two,18,73,7.92E-13
two,19,73,8.38E-13
two,20,73,8.85E-13
two,21,73,9.32E-13
two,22,73,9.78E-13
two,23,73,1.02E-12
two,24,73,1.07E-12
two,25,73,1.12E-12
two,26,73,1.16E-12
two,27,73,1.21E-12
two,28,73,1.26E-12
two,29,73,1.30E-12
two,30,73,1.35E-12
two,31,73,1.40E-12
two,32,73,1.44E-12
two,33,73,1.49E-12
ten,1,73,0
ten,2,73,8.65E-05
ten,3,73,0.000172694
ten,4,73,0.000258627
ten,5,73,0.000344286
ten,6,73,0.000429672
ten,7,73,0.000514786
ten,8,73,0.000599629
ten,9,73,0.000684202
ten,10,73,0.000768506
ten,11,73,0.000852543
ten,12,73,0.000936312
ten,13,73,0.001019817
ten,14,73,0.001103056
ten,15,73,0.001186032
ten,16,73,0.001268746
ten,17,73,0.001351198
ten,18,73,0.00143339
ten,19,73,0.001515322
ten,20,73,0.001596996
ten,21,73,0.001678413
ten,22,73,0.001759573
ten,23,73,0.001840478
ten,24,73,0.001921128
ten,25,73,0.002001525
ten,26,73,0.00208167
ten,27,73,0.002161563
ten,28,73,0.002241206
ten,29,73,0.002320599
ten,30,73,0.002399744
ten,31,73,0.002478641
ten,32,73,0.002557292
ten,33,73,0.002635697
twenty,1,73,0
twenty,2,73,0.001351954
twenty,3,73,0.002617423
twenty,4,73,0.003801242
twenty,5,73,0.004907971
twenty,6,73,0.005941909
twenty,7,73,0.006907112
twenty,8,73,0.007807407
twenty,9,73,0.008646404
twenty,10,73,0.009427512
twenty,11,73,0.01015395
twenty,12,73,0.010828756
twenty,13,73,0.0114548
twenty,14,73,0.012034794
twenty,15,73,0.012571299
twenty,16,73,0.013066737
twenty,17,73,0.013523396
twenty,18,73,0.013943438
twenty,19,73,0.014328909
twenty,20,73,0.014681743
twenty,21,73,0.01500377
twenty,22,73,0.015296718
twenty,23,73,0.015562225
twenty,24,73,0.015801839
twenty,25,73,0.016017027
twenty,26,73,0.016209173
twenty,27,73,0.016379592
twenty,28,73,0.016529526
twenty,29,73,0.01666015
twenty,30,73,0.016772578
twenty,31,73,0.016867864
twenty,32,73,0.016947008
twenty,33,73,0.017010954
two,1,74,0
two,2,74,3.11E-14
two,3,74,6.21E-14
two,4,74,9.32E-14
two,5,74,1.24E-13
two,6,74,1.55E-13
two,7,74,1.86E-13
two,8,74,2.17E-13
two,9,74,2.48E-13
two,10,74,2.79E-13
two,11,74,3.11E-13
two,12,74,3.42E-13
two,13,74,3.73E-13
two,14,74,4.04E-13
two,15,74,4.35E-13
two,16,74,4.66E-13
two,17,74,4.97E-13
two,18,74,5.28E-13
two,19,74,5.59E-13
two,20,74,5.90E-13
two,21,74,6.21E-13
two,22,74,6.52E-13
two,23,74,6.83E-13
two,24,74,7.14E-13
two,25,74,7.45E-13
two,26,74,7.76E-13
two,27,74,8.07E-13
two,28,74,8.38E-13
two,29,74,8.70E-13
two,30,74,9.01E-13
two,31,74,9.32E-13
two,32,74,9.63E-13
two,33,74,9.94E-13
ten,1,74,0
ten,2,74,7.86E-05
ten,3,74,0.000157015
ten,4,74,0.000235178
ten,5,74,0.000313112
ten,6,74,0.000390819
ten,7,74,0.000468298
ten,8,74,0.000545552
ten,9,74,0.00062258
ten,10,74,0.000699383
ten,11,74,0.000775963
ten,12,74,0.00085232
ten,13,74,0.000928455
ten,14,74,0.001004368
ten,15,74,0.001080062
ten,16,74,0.001155535
ten,17,74,0.00123079
ten,18,74,0.001305827
ten,19,74,0.001380647
ten,20,74,0.00145525
ten,21,74,0.001529638
ten,22,74,0.00160381
ten,23,74,0.001677769
ten,24,74,0.001751514
ten,25,74,0.001825047
ten,26,74,0.001898368
ten,27,74,0.001971478
ten,28,74,0.002044377
ten,29,74,0.002117067
ten,30,74,0.002189548
ten,31,74,0.002261822
ten,32,74,0.002333888
ten,33,74,0.002405747
twenty,1,74,0
twenty,2,74,0.001287575
twenty,3,74,0.002496527
twenty,4,74,0.003631062
twenty,5,74,0.004695153
twenty,6,74,0.005692558
twenty,7,74,0.00662683
twenty,8,74,0.007501331
twenty,9,74,0.00831924
twenty,10,74,0.009083566
twenty,11,74,0.009797155
twenty,12,74,0.010462704
twenty,13,74,0.011082764
twenty,14,74,0.011659752
twenty,15,74,0.012195956
twenty,16,74,0.012693545
twenty,17,74,0.013154573
twenty,18,74,0.013580987
twenty,19,74,0.01397463
twenty,20,74,0.014337252
twenty,21,74,0.014670511
twenty,22,74,0.014975978
twenty,23,74,0.015255143
twenty,24,74,0.01550942
twenty,25,74,0.01574015
twenty,26,74,0.015948605
twenty,27,74,0.016135991
twenty,28,74,0.016303452
twenty,29,74,0.016452076
twenty,30,74,0.016582893
twenty,31,74,0.016696882
twenty,32,74,0.01679497
twenty,33,74,0.016878041
two,1,75,0
two,2,75,2.07E-14
two,3,75,4.14E-14
two,4,75,6.21E-14
two,5,75,8.28E-14
two,6,75,1.04E-13
two,7,75,1.24E-13
two,8,75,1.45E-13
two,9,75,1.66E-13
two,10,75,1.86E-13
two,11,75,2.07E-13
two,12,75,2.28E-13
two,13,75,2.48E-13
two,14,75,2.69E-13
two,15,75,2.90E-13
two,16,75,3.11E-13
two,17,75,3.31E-13
two,18,75,3.52E-13
two,19,75,3.73E-13
two,20,75,3.93E-13
two,21,75,4.14E-13
two,22,75,4.35E-13
two,23,75,4.55E-13
two,24,75,4.76E-13
two,25,75,4.97E-13
two,26,75,5.18E-13
two,27,75,5.38E-13
two,28,75,5.59E-13
two,29,75,5.80E-13
two,30,75,6.00E-13
two,31,75,6.21E-13
two,32,75,6.42E-13
two,33,75,6.62E-13
ten,1,75,0
ten,2,75,7.15E-05
ten,3,75,0.000142759
ten,4,75,0.000213851
ten,5,75,0.000284752
ten,6,75,0.000355463
ten,7,75,0.000425985
ten,8,75,0.000496318
ten,9,75,0.000566463
ten,10,75,0.000636421
ten,11,75,0.000706192
ten,12,75,0.000775777
ten,13,75,0.000845176
ten,14,75,0.00091439
ten,15,75,0.00098342
ten,16,75,0.001052266
ten,17,75,0.001120929
ten,18,75,0.00118941
ten,19,75,0.001257709
ten,20,75,0.001325826
ten,21,75,0.001393764
ten,22,75,0.001461521
ten,23,75,0.001529098
ten,24,75,0.001596497
ten,25,75,0.001663717
ten,26,75,0.00173076
ten,27,75,0.001797626
ten,28,75,0.001864316
ten,29,75,0.001930829
ten,30,75,0.001997167
ten,31,75,0.002063331
ten,32,75,0.00212932
ten,33,75,0.002195136
twenty,1,75,0
twenty,2,75,0.001226262
twenty,3,75,0.002381049
twenty,4,75,0.003468017
twenty,5,75,0.00449063
twenty,6,75,0.005452172
twenty,7,75,0.006355755
twenty,8,75,0.00720433
twenty,9,75,0.008000694
twenty,10,75,0.008747502
twenty,11,75,0.009447271
twenty,12,75,0.010102389
twenty,13,75,0.010715123
twenty,14,75,0.011287625
twenty,15,75,0.011821937
twenty,16,75,0.012319999
twenty,17,75,0.012783651
twenty,18,75,0.013214643
twenty,19,75,0.013614636
twenty,20,75,0.013985209
twenty,21,75,0.01432786
twenty,22,75,0.014644015
twenty,23,75,0.014935028
twenty,24,75,0.015202187
twenty,25,75,0.015446716
twenty,26,75,0.015669778
twenty,27,75,0.015872479
twenty,28,75,0.016055872
twenty,29,75,0.016220957
twenty,30,75,0.016368686
twenty,31,75,0.016499964
twenty,32,75,0.016615653
twenty,33,75,0.016716571
two,1,76,0
two,2,76,1.38E-14
two,3,76,2.76E-14
two,4,76,4.14E-14
two,5,76,5.52E-14
two,6,76,6.90E-14
two,7,76,8.28E-14
two,8,76,9.66E-14
two,9,76,1.10E-13
two,10,76,1.24E-13
two,11,76,1.38E-13
two,12,76,1.52E-13
two,13,76,1.66E-13
two,14,76,1.79E-13
two,15,76,1.93E-13
two,16,76,2.07E-13
two,17,76,2.21E-13
two,18,76,2.35E-13
two,19,76,2.48E-13
two,20,76,2.62E-13
two,21,76,2.76E-13
two,22,76,2.90E-13
two,23,76,3.04E-13
two,24,76,3.17E-13
two,25,76,3.31E-13
two,26,76,3.45E-13
two,27,76,3.59E-13
two,28,76,3.73E-13
two,29,76,3.86E-13
two,30,76,4.00E-13
two,31,76,4.14E-13
two,32,76,4.28E-13
two,33,76,4.42E-13
ten,1,76,0
ten,2,76,6.50E-05
ten,3,76,0.000129795
ten,4,76,0.000194453
ten,5,76,0.000258952
ten,6,76,0.000323293
ten,7,76,0.000387476
ten,8,76,0.000451501
ten,9,76,0.000515369
ten,10,76,0.000579081
ten,11,76,0.000642636
ten,12,76,0.000706036
ten,13,76,0.000769282
ten,14,76,0.000832372
ten,15,76,0.000895309
ten,16,76,0.000958092
ten,17,76,0.001020722
ten,18,76,0.001083199
ten,19,76,0.001145524
ten,20,76,0.001207697
ten,21,76,0.001269719
ten,22,76,0.001331591
ten,23,76,0.001393312
ten,24,76,0.001454883
ten,25,76,0.001516305
ten,26,76,0.001577578
ten,27,76,0.001638702
ten,28,76,0.001699679
ten,29,76,0.001760508
ten,30,76,0.00182119
ten,31,76,0.001881725
ten,32,76,0.001942114
ten,33,76,0.002002358
twenty,1,76,0
twenty,2,76,0.001167869
twenty,3,76,0.00227076
twenty,4,76,0.003311853
twenty,5,76,0.004294167
twenty,6,76,0.005220571
twenty,7,76,0.00609379
twenty,8,76,0.006916412
twenty,9,76,0.0076909
twenty,10,76,0.008419591
twenty,11,76,0.009104711
twenty,12,76,0.009748374
twenty,13,76,0.010352592
twenty,14,76,0.010919279
twenty,15,76,0.011450255
twenty,16,76,0.011947251
twenty,17,76,0.012411918
twenty,18,76,0.012845824
twenty,19,76,0.013250462
twenty,20,76,0.013627255
twenty,21,76,0.013977557
twenty,22,76,0.014302659
twenty,23,76,0.014603787
twenty,24,76,0.014882113
twenty,25,76,0.015138751
twenty,26,76,0.015374763
twenty,27,76,0.015591161
twenty,28,76,0.01578891
twenty,29,76,0.01596893
twenty,30,76,0.016132096
twenty,31,76,0.016279243
twenty,32,76,0.016411169
twenty,33,76,0.016528631
two,1,77,0
two,2,77,9.20E-15
two,3,77,1.84E-14
two,4,77,2.76E-14
two,5,77,3.68E-14
two,6,77,4.60E-14
two,7,77,5.52E-14
two,8,77,6.44E-14
two,9,77,7.36E-14
two,10,77,8.28E-14
two,11,77,9.20E-14
two,12,77,1.01E-13
two,13,77,1.10E-13
two,14,77,1.20E-13
two,15,77,1.29E-13
two,16,77,1.38E-13
two,17,77,1.47E-13
two,18,77,1.56E-13
two,19,77,1.66E-13
two,20,77,1.75E-13
two,21,77,1.84E-13
two,22,77,1.93E-13
two,23,77,2.02E-13
two,24,77,2.12E-13
two,25,77,2.21E-13
two,26,77,2.30E-13
two,27,77,2.39E-13
two,28,77,2.48E-13
two,29,77,2.58E-13
two,30,77,2.67E-13
two,31,77,2.76E-13
two,32,77,2.85E-13
two,33,77,2.94E-13
ten,1,77,0
ten,2,77,5.91E-05
ten,3,77,0.000118008
ten,4,77,0.000176812
ten,5,77,0.000235484
ten,6,77,0.000294023
ten,7,77,0.000352431
ten,8,77,0.000410707
ten,9,77,0.000468853
ten,10,77,0.000526867
ten,11,77,0.000584752
ten,12,77,0.000642506
ten,13,77,0.000700131
ten,14,77,0.000757627
ten,15,77,0.000814995
ten,16,77,0.000872233
ten,17,77,0.000929344
ten,18,77,0.000986327
ten,19,77,0.001043183
ten,20,77,0.001099912
ten,21,77,0.001156515
ten,22,77,0.001212991
ten,23,77,0.001269341
ten,24,77,0.001325566
ten,25,77,0.001381666
ten,26,77,0.001437641
ten,27,77,0.001493491
ten,28,77,0.001549218
ten,29,77,0.00160482
ten,30,77,0.0016603
ten,31,77,0.001715656
ten,32,77,0.00177089
ten,33,77,0.001826001
twenty,1,77,0
twenty,2,77,0.001112256
twenty,3,77,0.002165441
twenty,4,77,0.003162321
twenty,5,77,0.004105526
twenty,6,77,0.004997562
twenty,7,77,0.005840814
twenty,8,77,0.006637553
twenty,9,77,0.007389944
twenty,10,77,0.008100045
twenty,11,77,0.008769822
twenty,12,77,0.009401146
twenty,13,77,0.0099958
twenty,14,77,0.010555484
twenty,15,77,0.01108182
twenty,16,77,0.011576352
twenty,17,77,0.012040555
twenty,18,77,0.012475835
twenty,19,77,0.012883534
twenty,20,77,0.013264929
twenty,21,77,0.013621243
twenty,22,77,0.013953641
twenty,23,77,0.014263234
twenty,24,77,0.014551085
twenty,25,77,0.014818206
twenty,26,77,0.015065564
twenty,27,77,0.015294085
twenty,28,77,0.015504649
twenty,29,77,0.015698099
twenty,30,77,0.015875241
twenty,31,77,0.016036842
twenty,32,77,0.016183637
twenty,33,77,0.016316327
two,1,78,0
two,2,78,6.13E-15
two,3,78,1.23E-14
two,4,78,1.84E-14
two,5,78,2.45E-14
two,6,78,3.07E-14
two,7,78,3.68E-14
two,8,78,4.29E-14
two,9,78,4.91E-14
two,10,78,5.52E-14
two,11,78,6.13E-14
two,12,78,6.75E-14
two,13,78,7.36E-14
two,14,78,7.97E-14
two,15,78,8.59E-14
two,16,78,9.20E-14
two,17,78,9.81E-14
two,18,78,1.04E-13
two,19,78,1.10E-13
two,20,78,1.17E-13
two,21,78,1.23E-13
two,22,78,1.29E-13
two,23,78,1.35E-13
two,24,78,1.41E-13
two,25,78,1.47E-13
two,26,78,1.53E-13
two,27,78,1.59E-13
two,28,78,1.66E-13
two,29,78,1.72E-13
two,30,78,1.78E-13
two,31,78,1.84E-13
two,32,78,1.90E-13
two,33,78,1.96E-13
ten,1,78,0
ten,2,78,5.37E-05
ten,3,78,0.00010729
ten,4,78,0.000160768
ten,5,78,0.000214136
ten,6,78,0.000267394
ten,7,78,0.000320542
ten,8,78,0.00037358
ten,9,78,0.000426509
ten,10,78,0.000479329
ten,11,78,0.000532041
ten,12,78,0.000584643
ten,13,78,0.000637138
ten,14,78,0.000689525
ten,15,78,0.000741804
ten,16,78,0.000793976
ten,17,78,0.000846041
ten,18,78,0.000897999
ten,19,78,0.00094985
ten,20,78,0.001001596
ten,21,78,0.001053235
ten,22,78,0.001104769
ten,23,78,0.001156198
ten,24,78,0.001207522
ten,25,78,0.00125874
ten,26,78,0.001309855
ten,27,78,0.001360865
ten,28,78,0.001411771
ten,29,78,0.001462573
ten,30,78,0.001513272
ten,31,78,0.001563868
ten,32,78,0.001614361
ten,33,78,0.001664752
twenty,1,78,0
twenty,2,78,0.001059291
twenty,3,78,0.002064882
twenty,4,78,0.003019177
twenty,5,78,0.003924468
twenty,6,78,0.004782943
twenty,7,78,0.00559669
twenty,8,78,0.0063677
twenty,9,78,0.007097874
twenty,10,78,0.007789027
twenty,11,78,0.00844289
twenty,12,78,0.00906112
twenty,13,78,0.009645295
twenty,14,78,0.010196925
twenty,15,78,0.010717451
twenty,16,78,0.011208252
twenty,17,78,0.011670643
twenty,18,78,0.012105882
twenty,19,78,0.012515172
twenty,20,78,0.012899663
twenty,21,78,0.013260453
twenty,22,78,0.013598594
twenty,23,78,0.013915089
twenty,24,78,0.014210901
twenty,25,78,0.014486949
twenty,26,78,0.014744111
twenty,27,78,0.01498323
twenty,28,78,0.01520511
twenty,29,78,0.015410522
twenty,30,78,0.015600203
twenty,31,78,0.015774859
twenty,32,78,0.015935164
twenty,33,78,0.016081765
two,1,79,0
two,2,79,4.09E-15
two,3,79,8.18E-15
two,4,79,1.23E-14
two,5,79,1.64E-14
two,6,79,2.04E-14
two,7,79,2.45E-14
two,8,79,2.86E-14
two,9,79,3.27E-14
two,10,79,3.68E-14
two,11,79,4.09E-14
two,12,79,4.50E-14
two,13,79,4.91E-14
two,14,79,5.32E-14
two,15,79,5.73E-14
two,16,79,6.13E-14
two,17,79,6.54E-14
two,18,79,6.95E-14
two,19,79,7.36E-14
two,20,79,7.77E-14
two,21,79,8.18E-14
two,22,79,8.59E-14
two,23,79,9.00E-14
two,24,79,9.41E-14
two,25,79,9.81E-14
two,26,79,1.02E-13
two,27,79,1.06E-13
two,28,79,1.10E-13
two,29,79,1.15E-13
two,30,79,1.19E-13
two,31,79,1.23E-13
two,32,79,1.27E-13
two,33,79,1.31E-13
ten,1,79,0
ten,2,79,4.88E-05
ten,3,79,9.75E-05
ten,4,79,0.000146178
ten,5,79,0.00019472
ten,6,79,0.000243169
ten,7,79,0.000291527
ten,8,79,0.000339794
ten,9,79,0.000387969
ten,10,79,0.000436053
ten,11,79,0.000484047
ten,12,79,0.00053195
ten,13,79,0.000579763
ten,14,79,0.000627485
ten,15,79,0.000675118
ten,16,79,0.000722661
ten,17,79,0.000770115
ten,18,79,0.000817479
ten,19,79,0.000864755
ten,20,79,0.000911941
ten,21,79,0.000959039
ten,22,79,0.001006049
ten,23,79,0.001052971
ten,24,79,0.001099804
ten,25,79,0.00114655
ten,26,79,0.001193209
ten,27,79,0.00123978
ten,28,79,0.001286264
ten,29,79,0.001332661
ten,30,79,0.001378972
ten,31,79,0.001425196
ten,32,79,0.001471334
ten,33,79,0.001517386
twenty,1,79,0
twenty,2,79,0.001008849
twenty,3,79,0.001968879
twenty,4,79,0.002882181
twenty,5,79,0.003750753
twenty,6,79,0.004576505
twenty,7,79,0.005361263
twenty,8,79,0.006106772
twenty,9,79,0.006814702
twenty,10,79,0.00748665
twenty,11,79,0.008124144
twenty,12,79,0.008728644
twenty,13,79,0.009301551
twenty,14,79,0.009844202
twenty,15,79,0.010357878
twenty,16,79,0.010843806
twenty,17,79,0.01130316
twenty,18,79,0.011737064
twenty,19,79,0.012146595
twenty,20,79,0.012532784
twenty,21,79,0.012896618
twenty,22,79,0.013239045
twenty,23,79,0.013560971
twenty,24,79,0.013863264
twenty,25,79,0.014146757
twenty,26,79,0.014412248
twenty,27,79,0.014660501
twenty,28,79,0.01489225
twenty,29,79,0.015108197
twenty,30,79,0.015309016
twenty,31,79,0.015495353
twenty,32,79,0.015667828
twenty,33,79,0.015827034
two,1,80,0
two,2,80,2.73E-15
two,3,80,5.45E-15
two,4,80,8.18E-15
two,5,80,1.09E-14
two,6,80,1.36E-14
two,7,80,1.64E-14
two,8,80,1.91E-14
two,9,80,2.18E-14
two,10,80,2.45E-14
two,11,80,2.73E-14
two,12,80,3.00E-14
two,13,80,3.27E-14
two,14,80,3.54E-14
two,15,80,3.82E-14
two,16,80,4.09E-14
two,17,80,4.36E-14
two,18,80,4.63E-14
two,19,80,4.91E-14
two,20,80,5.18E-14
two,21,80,5.45E-14
two,22,80,5.73E-14
two,23,80,6.00E-14
two,24,80,6.27E-14
two,25,80,6.54E-14
two,26,80,6.82E-14
two,27,80,7.09E-14
two,28,80,7.36E-14
two,29,80,7.63E-14
two,30,80,7.91E-14
two,31,80,8.18E-14
two,32,80,8.45E-14
two,33,80,8.72E-14
ten,1,80,0
ten,2,80,4.44E-05
ten,3,80,8.87E-05
ten,4,80,0.00013291
ten,5,80,0.00017706
ten,6,80,0.000221133
ten,7,80,0.000265129
ten,8,80,0.00030905
ten,9,80,0.000352894
ten,10,80,0.000396662
ten,11,80,0.000440355
ten,12,80,0.000483971
ten,13,80,0.000527513
ten,14,80,0.000570979
ten,15,80,0.00061437
ten,16,80,0.000657687
ten,17,80,0.000700928
ten,18,80,0.000744095
ten,19,80,0.000787188
ten,20,80,0.000830206
ten,21,80,0.000873151
ten,22,80,0.000916021
ten,23,80,0.000958818
ten,24,80,0.001001541
ten,25,80,0.001044191
ten,26,80,0.001086767
ten,27,80,0.001129271
ten,28,80,0.001171701
ten,29,80,0.001214059
ten,30,80,0.001256344
ten,31,80,0.001298557
ten,32,80,0.001340698
ten,33,80,0.001382766
twenty,1,80,0
twenty,2,80,0.000960808
twenty,3,80,0.001877236
twenty,4,80,0.002751101
twenty,5,80,0.003584145
twenty,6,80,0.004378033
twenty,7,80,0.005134364
twenty,8,80,0.005854666
twenty,9,80,0.006540406
twenty,10,80,0.007192988
twenty,11,80,0.007813758
twenty,12,80,0.008404007
twenty,13,80,0.008964972
twenty,14,80,0.009497839
twenty,15,80,0.010003744
twenty,16,80,0.010483779
twenty,17,80,0.010938991
twenty,18,80,0.011370381
twenty,19,80,0.011778915
twenty,20,80,0.012165514
twenty,21,80,0.012531066
twenty,22,80,0.012876422
twenty,23,80,0.013202398
