Theta,n,segSites,prob
ten,31,11,0.000557518
ten,32,11,0.00049009
ten,33,11,0.00043178
twenty,1,11,0
twenty,2,11,0.027841871
twenty,3,11,0.02382066
twenty,4,11,0.01597244
twenty,5,11,0.009901952
twenty,6,11,0.005962477
twenty,7,11,0.003559105
twenty,8,11,0.002126731
twenty,9,11,0.001278622
twenty,10,11,0.000775537
twenty,11,11,0.000475236
twenty,12,11,0.000294415
twenty,13,11,0.000184444
twenty,14,11,0.000116847
twenty,15,11,7.48E-05
twenty,16,11,4.85E-05
twenty,17,11,3.17E-05
twenty,18,11,2.09E-05
twenty,19,11,1.40E-05
twenty,20,11,9.41E-06
twenty,21,11,6.40E-06
twenty,22,11,4.39E-06
twenty,23,11,3.03E-06
twenty,24,11,2.11E-06
twenty,25,11,1.48E-06
twenty,26,11,1.05E-06
twenty,27,11,7.47E-07
twenty,28,11,5.36E-07
twenty,29,11,3.87E-07
twenty,30,11,2.81E-07
twenty,31,11,2.05E-07
twenty,32,11,1.51E-07
twenty,33,11,1.11E-07
two,1,12,0
two,2,12,0.002569116
two,3,12,0.005016161
two,4,12,0.007351202
two,5,12,0.009583051
two,6,12,0.011719477
two,7,12,0.013767372
two,8,12,0.015732885
two,9,12,0.017621531
two,10,12,0.019438275
two,11,12,0.021187612
two,12,12,0.022873618
two,13,12,0.024500012
two,14,12,0.026070189
two,15,12,0.027587264
two,16,12,0.029054098
two,17,12,0.03047333
two,18,12,0.031847397
two,19,12,0.033178556
two,20,12,0.034468899
two,21,12,0.035720373
two,22,12,0.03693479
two,23,12,0.038113843
two,24,12,0.03925911
two,25,12,0.040372073
two,26,12,0.041454117
two,27,12,0.042506545
two,28,12,0.04353058
two,29,12,0.044527375
two,30,12,0.045498016
two,31,12,0.046443526
two,32,12,0.047364874
two,33,12,0.048262973
ten,1,12,0
ten,2,12,0.028966438
ten,3,12,0.0392401
ten,4,12,0.040726059
ten,5,12,0.038289795
ten,6,12,0.034326307
ten,7,12,0.029996968
ten,8,12,0.02584084
ten,9,12,0.022083037
ten,10,12,0.018792475
ten,11,12,0.015963192
ten,12,12,0.013556211
ten,13,12,0.011520828
ten,14,12,0.009805096
ten,15,12,0.008360652
ten,16,12,0.007144613
ten,17,12,0.006119994
ten,18,12,0.005255422
ten,19,12,0.004524556
ten,20,12,0.003905413
ten,21,12,0.003379709
ten,22,12,0.002932267
ten,23,12,0.002550491
ten,24,12,0.002223928
ten,25,12,0.001943887
ten,26,12,0.001703141
ten,27,12,0.001495661
ten,28,12,0.001316415
ten,29,12,0.001161187
ten,30,12,0.001026444
ten,31,12,0.000909212
ten,32,12,0.000806987
ten,33,12,0.000717652
twenty,1,12,0
twenty,2,12,0.026516068
twenty,3,12,0.024065697
twenty,4,12,0.017028082
twenty,5,12,0.011089641
twenty,6,12,0.006987909
twenty,7,12,0.004350368
twenty,8,12,0.00270323
twenty,9,12,0.001685653
twenty,10,12,0.001057987
twenty,11,12,0.000669486
twenty,12,12,0.000427505
twenty,13,12,0.000275592
twenty,14,12,0.000179383
twenty,15,12,0.000117888
twenty,16,12,7.82E-05
twenty,17,12,5.24E-05
twenty,18,12,3.54E-05
twenty,19,12,2.41E-05
twenty,20,12,1.66E-05
twenty,21,12,1.15E-05
twenty,22,12,8.02E-06
twenty,23,12,5.65E-06
twenty,24,12,4.00E-06
twenty,25,12,2.86E-06
twenty,26,12,2.05E-06
twenty,27,12,1.49E-06
twenty,28,12,1.08E-06
twenty,29,12,7.92E-07
twenty,30,12,5.83E-07
twenty,31,12,4.32E-07
twenty,32,12,3.22E-07
twenty,33,12,2.41E-07
two,1,13,0
two,2,13,0.001712744
two,3,13,0.003364452
two,4,13,0.004959152
two,5,13,0.006500452
two,6,13,0.007991602
two,7,13,0.009435544
two,8,13,0.010834953
two,9,13,0.012192269
two,10,13,0.013509725
two,11,13,0.014789372
two,12,13,0.016033103
two,13,13,0.017242661
two,14,13,0.018419665
two,15,13,0.019565615
two,16,13,0.020681907
two,17,13,0.021769843
two,18,13,0.022830638
two,19,13,0.02386543
two,20,13,0.024875284
two,21,13,0.025861201
two,22,13,0.026824122
two,23,13,0.027764932
two,24,13,0.028684466
two,25,13,0.029583513
two,26,13,0.030462817
two,27,13,0.031323083
two,28,13,0.03216498
two,29,13,0.032989139
two,30,13,0.033796164
two,31,13,0.034586624
two,32,13,0.035361063
two,33,13,0.036119999
ten,1,13,0
ten,2,13,0.026333125
ten,3,13,0.037088938
ten,4,13,0.039886724
ten,5,13,0.03874606
ten,6,13,0.035799558
ten,7,13,0.032172939
ten,8,13,0.028448175
ten,9,13,0.024911987
ten,10,13,0.021691192
ten,11,13,0.018827192
ten,12,13,0.016317201
ten,13,13,0.014137031
ten,14,13,0.012253581
ten,15,13,0.010631528
ten,16,13,0.009236762
ten,17,13,0.008038005
ten,18,13,0.007007419
ten,19,13,0.006120682
ten,20,13,0.005356796
ten,21,13,0.004697767
ten,22,13,0.004128251
ten,23,13,0.003635201
ten,24,13,0.003207542
ten,25,13,0.002835879
ten,26,13,0.00251224
ten,27,13,0.002229857
ten,28,13,0.001982981
ten,29,13,0.001766719
ten,30,13,0.001576905
ten,31,13,0.001409982
ten,32,13,0.00126291
ten,33,13,0.001133087
twenty,1,13,0
twenty,2,13,0.025253398
twenty,3,13,0.02417367
twenty,4,13,0.017960115
twenty,5,13,0.01223472
twenty,6,13,0.008037271
twenty,7,13,0.005201192
twenty,8,13,0.00335085
twenty,9,13,0.002161423
twenty,10,13,0.001400433
twenty,11,13,0.000913135
twenty,12,13,0.000599825
twenty,13,13,0.000397179
twenty,14,13,0.000265181
twenty,15,13,0.000178538
twenty,16,13,0.000121209
twenty,17,13,8.30E-05
twenty,18,13,5.72E-05
twenty,19,13,3.98E-05
twenty,20,13,2.79E-05
twenty,21,13,1.97E-05
twenty,22,13,1.40E-05
twenty,23,13,1.00E-05
twenty,24,13,7.22E-06
twenty,25,13,5.24E-06
twenty,26,13,3.82E-06
twenty,27,13,2.81E-06
twenty,28,13,2.07E-06
twenty,29,13,1.54E-06
twenty,30,13,1.15E-06
twenty,31,13,8.62E-07
twenty,32,13,6.50E-07
twenty,33,13,4.93E-07
two,1,14,0
two,2,14,0.001141829
two,3,14,0.002253141
two,4,14,0.003335545
two,5,14,0.004390514
two,6,14,0.005419396
two,7,14,0.006423433
two,8,14,0.007403771
two,9,14,0.008361471
two,10,14,0.009297517
two,11,14,0.010212826
two,12,14,0.011108253
two,13,14,0.011984597
two,14,14,0.012842606
two,15,14,0.013682982
two,16,14,0.014506385
two,17,14,0.015313436
two,18,14,0.01610472
two,19,14,0.016880791
two,20,14,0.017642172
two,21,14,0.018389356
two,22,14,0.019122814
two,23,14,0.019842991
two,24,14,0.020550309
two,25,14,0.02124517
two,26,14,0.021927959
two,27,14,0.022599039
two,28,14,0.023258759
two,29,14,0.023907451
two,30,14,0.024545433
two,31,14,0.025173007
two,32,14,0.025790465
two,33,14,0.026398085
ten,1,14,0
ten,2,14,0.023939205
ten,3,14,0.034897316
ten,4,14,0.038735322
ten,5,14,0.038742992
ten,6,14,0.036780703
ten,7,14,0.033900851
ten,8,14,0.030693395
ten,9,14,0.027481502
ten,10,14,0.02443397
ten,11,14,0.021630581
ten,12,14,0.0191004
ten,13,14,0.016844323
ten,14,14,0.014848348
ten,15,14,0.01309134
ten,16,14,0.011549509
ten,17,14,0.01019893
ten,18,14,0.009016889
ten,19,14,0.00798253
ten,20,14,0.007077104
ten,21,14,0.006283992
ten,22,14,0.005588592
ten,23,14,0.004978157
ten,24,14,0.004441607
ten,25,14,0.003969334
ten,26,14,0.003553021
ten,27,14,0.003185476
ten,28,14,0.002860477
ten,29,14,0.002572646
ten,30,14,0.002317328
ten,31,14,0.002090491
ten,32,14,0.001888642
ten,33,14,0.001708748
twenty,1,14,0
twenty,2,14,0.024050855
twenty,3,14,0.024162505
twenty,4,14,0.018769123
twenty,5,14,0.013323787
twenty,6,14,0.009094574
twenty,7,14,0.006099665
twenty,8,14,0.004063505
twenty,9,14,0.002704875
twenty,10,14,0.00180526
twenty,11,14,0.00121051
twenty,12,14,0.00081652
twenty,13,14,0.000554432
twenty,14,14,0.000379128
twenty,15,14,0.000261134
twenty,16,14,0.000181177
twenty,17,14,0.000126615
twenty,18,14,8.91E-05
twenty,19,14,6.32E-05
twenty,20,14,4.51E-05
twenty,21,14,3.24E-05
twenty,22,14,2.34E-05
twenty,23,14,1.70E-05
twenty,24,14,1.25E-05
twenty,25,14,9.18E-06
twenty,26,14,6.80E-06
twenty,27,14,5.06E-06
twenty,28,14,3.79E-06
twenty,29,14,2.85E-06
twenty,30,14,2.16E-06
twenty,31,14,1.64E-06
twenty,32,14,1.25E-06
twenty,33,14,9.59E-07
two,1,15,0
two,2,15,0.000761219
two,3,15,0.00150718
two,4,15,0.002238526
two,5,15,0.002955855
two,6,15,0.003659724
two,7,15,0.004350652
two,8,15,0.005029123
two,9,15,0.005695592
two,10,15,0.006350488
two,11,15,0.006994211
two,12,15,0.00762714
two,13,15,0.008249634
two,14,15,0.00886203
two,15,15,0.009464649
two,16,15,0.010057795
two,17,15,0.010641755
two,18,15,0.011216804
two,19,15,0.011783203
two,20,15,0.0123412
two,21,15,0.012891032
two,22,15,0.013432926
two,23,15,0.013967098
two,24,15,0.014493755
two,25,15,0.015013095
two,26,15,0.015525307
two,27,15,0.016030573
two,28,15,0.016529069
two,29,15,0.017020961
two,30,15,0.017506411
two,31,15,0.017985573
two,32,15,0.018458597
two,33,15,0.018925626
ten,1,15,0
ten,2,15,0.021762914
ten,3,15,0.032708249
ten,4,15,0.037344459
ten,5,15,0.038343411
ten,6,15,0.037301606
ten,7,15,0.035176134
ten,8,15,0.032539228
ten,9,15,0.02972938
ten,10,15,0.026942322
ten,11,15,0.024286452
ten,12,15,0.021816903
ten,13,15,0.01955664
ten,14,15,0.017509557
ten,15,15,0.015668633
ten,16,15,0.014020983
ten,17,15,0.012550963
ten,18,15,0.011242047
ten,19,15,0.010077933
ten,20,15,0.009043165
ten,21,15,0.00812344
ten,22,15,0.007305747
ten,23,15,0.006578375
ten,24,15,0.00593087
ten,25,15,0.005353948
ten,26,15,0.004839397
ten,27,15,0.004379975
ten,28,15,0.0039693
ten,29,15,0.003601759
ten,30,15,0.003272418
ten,31,15,0.002976936
ten,32,15,0.002711499
ten,33,15,0.002472748
twenty,1,15,0
twenty,2,15,0.022905576
twenty,3,15,0.024048239
twenty,4,15,0.019457703
twenty,5,15,0.014346106
twenty,6,15,0.010144881
twenty,7,15,0.007033176
twenty,8,15,0.00483342
twenty,9,15,0.003313031
twenty,10,15,0.002273189
twenty,11,15,0.001564736
twenty,12,15,0.001082016
twenty,13,15,0.000752276
twenty,14,15,0.000526126
twenty,15,15,0.000370248
twenty,16,15,0.000262208
twenty,17,15,0.000186878
twenty,18,15,0.000134035
twenty,19,15,9.67E-05
twenty,20,15,7.02E-05
twenty,21,15,5.13E-05
twenty,22,15,3.77E-05
twenty,23,15,2.79E-05
twenty,24,15,2.07E-05
twenty,25,15,1.55E-05
twenty,26,15,1.16E-05
twenty,27,15,8.77E-06
twenty,28,15,6.65E-06
twenty,29,15,5.07E-06
twenty,30,15,3.88E-06
twenty,31,15,2.98E-06
twenty,32,15,2.30E-06
twenty,33,15,1.79E-06
two,1,16,0
two,2,16,0.00050748
two,3,16,0.00100733
two,4,16,0.001499808
two,5,16,0.001985157
two,6,16,0.002463605
two,7,16,0.002935367
two,8,16,0.003400646
two,9,16,0.003859635
two,10,16,0.004312517
two,11,16,0.004759466
two,12,16,0.005200647
two,13,16,0.005636216
two,14,16,0.006066325
two,15,16,0.006491116
two,16,16,0.006910725
two,17,16,0.007325284
two,18,16,0.007734917
two,19,16,0.008139746
two,20,16,0.008539884
two,21,16,0.008935443
two,22,16,0.009326529
two,23,16,0.009713243
two,24,16,0.010095684
two,25,16,0.010473946
two,26,16,0.010848121
two,27,16,0.011218296
two,28,16,0.011584556
two,29,16,0.011946983
two,30,16,0.012305656
two,31,16,0.012660651
two,32,16,0.013012042
two,33,16,0.0133599
ten,1,16,0
ten,2,16,0.019784467
ten,3,16,0.030554285
ten,4,16,0.035777496
ten,5,16,0.037610292
ten,6,16,0.037404501
ten,7,16,0.036011772
ten,8,16,0.033969099
ten,9,16,0.0316137
ten,10,16,0.02915508
ten,11,16,0.026720766
ten,12,16,0.024385593
ten,13,16,0.022190614
ten,14,16,0.020155372
ten,15,16,0.018285897
ten,16,16,0.016579932
ten,17,16,0.015030328
ten,18,16,0.013627261
ten,19,16,0.012359644
ten,20,16,0.01121603
ten,21,16,0.010185167
ten,22,16,0.009256322
ten,23,16,0.008419464
ten,24,16,0.007665344
ten,25,16,0.006985522
ten,26,16,0.006372343
ten,27,16,0.005818908
ten,28,16,0.005319014
ten,29,16,0.004867104
ten,30,16,0.00445821
ten,31,16,0.004087892
ten,32,16,0.003752186
ten,33,16,0.003447558
twenty,1,16,0
twenty,2,16,0.021814834
twenty,3,16,0.023845202
twenty,4,16,0.020029985
twenty,5,16,0.015293419
twenty,6,16,0.011174589
twenty,7,16,0.007988887
twenty,8,16,0.005651504
twenty,9,16,0.003981166
twenty,10,16,0.002803251
twenty,11,16,0.001977574
twenty,12,16,0.001399795
twenty,13,16,0.000995095
twenty,14,16,0.000710871
twenty,15,16,0.000510505
twenty,16,16,0.000368621
twenty,17,16,0.000267653
twenty,18,16,0.000195427
twenty,19,16,0.000143485
twenty,20,16,0.000105926
twenty,21,16,7.86E-05
twenty,22,16,5.87E-05
twenty,23,16,4.40E-05
twenty,24,16,3.32E-05
twenty,25,16,2.51E-05
twenty,26,16,1.91E-05
twenty,27,16,1.46E-05
twenty,28,16,1.12E-05
twenty,29,16,8.66E-06
twenty,30,16,6.71E-06
twenty,31,16,5.22E-06
twenty,32,16,4.08E-06
twenty,33,16,3.20E-06
two,1,17,0
two,2,17,0.00033832
two,3,17,0.000672825
two,4,17,0.001003618
two,5,17,0.001330798
two,6,17,0.001654457
two,7,17,0.001974685
two,8,17,0.002291565
two,9,17,0.002605179
two,10,17,0.002915604
two,11,17,0.003222914
two,12,17,0.003527181
two,13,17,0.003828472
two,14,17,0.004126852
two,15,17,0.004422385
two,16,17,0.004715131
two,17,17,0.005005148
two,18,17,0.005292492
two,19,17,0.005577217
two,20,17,0.005859376
two,21,17,0.006139019
two,22,17,0.006416193
two,23,17,0.006690948
two,24,17,0.006963327
two,25,17,0.007233374
two,26,17,0.007501133
two,27,17,0.007766645
two,28,17,0.008029949
two,29,17,0.008291085
two,30,17,0.008550089
two,31,17,0.008806999
two,32,17,0.009061851
two,33,17,0.009314677
ten,1,17,0
ten,2,17,0.017985879
ten,3,17,0.028459551
ten,4,17,0.034088739
ten,5,17,0.036604134
ten,6,17,0.037137712
ten,7,17,0.036433999
ten,8,17,0.034984058
ten,9,17,0.033111637
ten,10,17,0.031029238
ten,11,17,0.028875002
ten,12,17,0.026737188
ten,13,17,0.024670564
ten,14,17,0.022707437
ten,15,17,0.020865129
ten,16,17,0.01915105
ten,17,17,0.017566157
ten,18,17,0.016107307
ten,19,17,0.014768856
ten,20,17,0.013543743
ten,21,17,0.012424218
ten,22,17,0.011402316
ten,23,17,0.010470175
ten,24,17,0.009620226
ten,25,17,0.008845313
ten,26,17,0.00813875
ten,27,17,0.00749435
ten,28,17,0.006906421
ten,29,17,0.006369759
ten,30,17,0.005879618
ten,31,17,0.005431687
ten,32,17,0.005022052
ten,33,17,0.004647173
twenty,1,17,0
twenty,2,17,0.020776033
twenty,3,17,0.023566186
twenty,4,17,0.020491229
twenty,5,17,0.016159721
twenty,6,17,0.012171615
twenty,7,17,0.008954132
twenty,8,17,0.006507741
twenty,9,17,0.004703045
twenty,10,17,0.003392842
twenty,11,17,0.00244933
twenty,12,17,0.00177221
twenty,13,17,0.001286514
twenty,14,17,0.00093764
twenty,15,17,0.000686384
twenty,16,17,0.000504805
twenty,17,17,0.000373054
twenty,18,17,0.000277039
twenty,19,17,0.000206747
twenty,20,17,0.000155044
twenty,21,17,0.000116833
twenty,22,17,8.85E-05
twenty,23,17,6.73E-05
twenty,24,17,5.14E-05
twenty,25,17,3.95E-05
twenty,26,17,3.04E-05
twenty,27,17,2.36E-05
twenty,28,17,1.83E-05
twenty,29,17,1.43E-05
twenty,30,17,1.12E-05
twenty,31,17,8.80E-06
twenty,32,17,6.95E-06
twenty,33,17,5.51E-06
two,1,18,0
two,2,18,0.000225546
two,3,18,0.000449186
two,4,18,0.000670959
two,5,18,0.000890905
two,6,18,0.001109063
two,7,18,0.001325468
two,8,18,0.001540156
two,9,18,0.001753161
two,10,18,0.001964514
two,11,18,0.002174248
two,12,18,0.002382391
two,13,18,0.002588974
two,14,18,0.002794024
two,15,18,0.00299757
two,16,18,0.003199636
two,17,18,0.003400248
two,18,18,0.003599432
two,19,18,0.00379721
two,20,18,0.003993607
two,21,18,0.004188644
two,22,18,0.004382344
two,23,18,0.004574728
two,24,18,0.004765816
two,25,18,0.004955628
two,26,18,0.005144184
two,27,18,0.005331503
two,28,18,0.005517602
two,29,18,0.005702501
two,30,18,0.005886217
two,31,18,0.006068765
two,32,18,0.006250165
two,33,18,0.00643043
ten,1,18,0
ten,2,18,0.016350799
ten,3,18,0.026441425
ten,4,18,0.032323974
ten,5,18,0.035381231
ten,6,18,0.036552219
ten,7,18,0.036478332
ten,8,18,0.035599347
ten,9,18,0.034217286
ten,10,18,0.032539366
ten,11,18,0.030707184
ten,12,18,0.02881671
ten,13,18,0.026932098
ten,14,18,0.025095289
ten,15,18,0.023332722
ten,16,18,0.021660053
ten,17,18,0.020085478
ten,18,18,0.018612081
ten,19,18,0.0172395
ten,20,18,0.015965102
ten,21,18,0.014784807
ten,22,18,0.013693681
ten,23,18,0.012686335
ten,24,18,0.011757211
ten,25,18,0.010900771
ten,26,18,0.010111622
ten,27,18,0.009384602
ten,28,18,0.008714823
ten,29,18,0.008097701
ten,30,18,0.007528962
ten,31,18,0.007004643
ten,32,18,0.006521084
ten,33,18,0.006074915
twenty,1,18,0
twenty,2,18,0.019786698
twenty,3,18,0.023222597
twenty,4,18,0.020847494
twenty,5,18,0.016941017
twenty,6,18,0.013125495
twenty,7,18,0.009916754
twenty,8,18,0.007391559
twenty,9,18,0.005471192
twenty,10,18,0.004037847
twenty,11,18,0.002978836
twenty,12,18,0.002200368
twenty,13,18,0.001629209
twenty,14,18,0.001210076
twenty,15,18,0.000902022
twenty,16,18,0.000675041
twenty,17,18,0.00050727
twenty,18,18,0.000382821
twenty,19,18,0.000290151
twenty,20,18,0.000220865
twenty,21,18,0.000168849
twenty,22,18,0.000129633
twenty,23,18,9.99E-05
twenty,24,18,7.74E-05
twenty,25,18,6.01E-05
twenty,26,18,4.69E-05
twenty,27,18,3.68E-05
twenty,28,18,2.89E-05
twenty,29,18,2.28E-05
twenty,30,18,1.81E-05
twenty,31,18,1.44E-05
twenty,32,18,1.15E-05
twenty,33,18,9.17E-06
two,1,19,0
two,2,19,0.000150364
two,3,19,0.000299775
two,4,19,0.000448248
two,5,19,0.000595801
two,6,19,0.000742447
two,7,19,0.000888202
two,8,19,0.001033081
two,9,19,0.001177097
two,10,19,0.001320264
two,11,19,0.001462594
two,12,19,0.001604102
two,13,19,0.001744798
two,14,19,0.001884695
two,15,19,0.002023804
two,16,19,0.002162137
two,17,19,0.002299705
two,18,19,0.002436518
two,19,19,0.002572587
two,20,19,0.002707923
two,21,19,0.002842534
two,22,19,0.00297643
two,23,19,0.003109622
two,24,19,0.003242117
two,25,19,0.003373926
two,26,19,0.003505056
two,27,19,0.003635517
two,28,19,0.003765316
two,29,19,0.003894461
two,30,19,0.004022962
two,31,19,0.004150824
two,32,19,0.004278057
two,33,19,0.004404667
ten,1,19,0
ten,2,19,0.014864363
ten,3,19,0.024511915
ten,4,19,0.030521191
ten,5,19,0.033992649
ten,6,19,0.035699029
ten,7,19,0.036186093
ten,8,19,0.035840948
ten,9,19,0.034938914
ten,10,19,0.033675994
ten,11,19,0.032191589
ten,12,19,0.030584504
ten,13,19,0.028924319
ten,14,19,0.027259523
ten,15,19,0.025623356
ten,16,19,0.024038035
ten,17,19,0.022517821
ten,18,19,0.02107125
ten,19,19,0.019702768
ten,20,19,0.018413918
ten,21,19,0.017204214
ten,22,19,0.016071784
ten,23,19,0.015013831
ten,24,19,0.014026977
ten,25,19,0.013107504
ten,26,19,0.012251538
ten,27,19,0.011455167
ten,28,19,0.010714533
ten,29,19,0.010025893
ten,30,19,0.009385654
ten,31,19,0.008790402
ten,32,19,0.00823691
ten,33,19,0.007722149
twenty,1,19,0
twenty,2,19,0.018844474
twenty,3,19,0.022824585
twenty,4,19,0.021105376
twenty,5,19,0.017635076
twenty,6,19,0.014027412
twenty,7,19,0.010865367
twenty,8,19,0.008292176
twenty,9,19,0.006277187
twenty,10,19,0.004732815
twenty,11,19,0.003563495
twenty,12,19,0.002684058
twenty,13,19,0.002024777
twenty,14,19,0.001531019
twenty,15,19,0.001161021
twenty,16,19,0.000883318
twenty,17,19,0.000674402
twenty,18,19,0.000516791
twenty,19,19,0.000397507
twenty,20,19,0.000306921
twenty,21,19,0.000237885
twenty,22,19,0.000185079
twenty,23,19,0.000144539
twenty,24,19,0.000113299
twenty,25,19,8.91E-05
twenty,26,19,7.04E-05
twenty,27,19,5.58E-05
twenty,28,19,4.43E-05
twenty,29,19,3.54E-05
twenty,30,19,2.83E-05
twenty,31,19,2.27E-05
twenty,32,19,1.83E-05
twenty,33,19,1.48E-05
two,1,20,0
two,2,20,0.000100243
two,3,20,0.000200009
two,4,20,0.000299305
two,5,20,0.000398137
two,6,20,0.000496511
two,7,20,0.000594434
two,8,20,0.000691911
two,9,20,0.000788948
two,10,20,0.000885551
two,11,20,0.000981725
two,12,20,0.001077475
two,13,20,0.001172807
two,14,20,0.001267725
two,15,20,0.001362235
two,16,20,0.001456341
two,17,20,0.001550048
two,18,20,0.001643361
two,19,20,0.001736284
two,20,20,0.001828821
two,21,20,0.001920976
two,22,20,0.002012755
two,23,20,0.002104161
two,24,20,0.002195197
two,25,20,0.002285869
two,26,20,0.002376179
two,27,20,0.002466131
two,28,20,0.00255573
two,29,20,0.002644979
two,30,20,0.002733881
two,31,20,0.00282244
two,32,20,0.002910659
two,33,20,0.002998542
ten,1,20,0
ten,2,20,0.013513057
ten,3,20,0.022678772
ten,4,20,0.028711402
ten,5,20,0.032483721
ten,6,20,0.034627259
ten,7,20,0.03560153
ten,8,20,0.035742364
ten,9,20,0.035296003
ten,10,20,0.034443367
ten,11,20,0.033317478
ten,12,20,0.032016062
ten,13,20,0.030610724
ten,14,20,0.02915368
ten,15,20,0.027682712
ten,16,20,0.026224841
ten,17,20,0.024799064
ten,18,20,0.023418392
ten,19,20,0.022091384
ten,20,20,0.020823292
ten,21,20,0.019616933
ten,22,20,0.018473336
ten,23,20,0.017392241
ten,24,20,0.016372464
ten,25,20,0.015412182
ten,26,20,0.014509141
ten,27,20,0.013660815
ten,28,20,0.012864522
ten,29,20,0.012117515
ten,30,20,0.011417038
ten,31,20,0.010760379
ten,32,20,0.010144898
ten,33,20,0.009568053
twenty,1,20,0
twenty,2,20,0.017947118
twenty,3,20,0.022381179
twenty,4,20,0.021271785
twenty,5,20,0.018241195
twenty,6,20,0.014870168
twenty,7,20,0.011789552
twenty,8,20,0.009198903
twenty,9,20,0.007111963
twenty,10,20,0.005471171
twenty,11,20,0.004199387
twenty,12,20,0.003221756
twenty,13,20,0.002473644
twenty,14,20,0.001902356
twenty,15,20,0.001466276
twenty,16,20,0.001133157
twenty,17,20,0.000878293
twenty,18,20,0.000682887
twenty,19,20,0.000532687
twenty,20,20,0.00041691
twenty,21,20,0.000327397
twenty,22,20,0.000257974
twenty,23,20,0.000203957
twenty,24,20,0.00016179
twenty,25,20,0.000128766
twenty,26,20,0.000102816
twenty,27,20,8.24E-05
twenty,28,20,6.62E-05
twenty,29,20,5.33E-05
twenty,30,20,4.31E-05
twenty,31,20,3.50E-05
twenty,32,20,2.84E-05
twenty,33,20,2.32E-05
two,1,21,0
two,2,21,6.68E-05
two,3,21,0.000133419
two,4,21,0.000199773
two,5,21,0.000265894
two,6,21,0.000331785
two,7,21,0.000397447
two,8,21,0.000462884
two,9,21,0.000528096
two,10,21,0.000593088
two,11,21,0.000657861
two,12,21,0.000722417
two,13,21,0.000786758
two,14,21,0.000850887
two,15,21,0.000914806
two,16,21,0.000978516
two,17,21,0.001042019
two,18,21,0.001105319
two,19,21,0.001168415
two,20,21,0.001231311
two,21,21,0.001294008
two,22,21,0.001356507
two,23,21,0.001418812
two,24,21,0.001480923
two,25,21,0.001542842
two,26,21,0.00160457
two,27,21,0.00166611
two,28,21,0.001727463
two,29,21,0.001788631
two,30,21,0.001849615
two,31,21,0.001910417
two,32,21,0.001971037
two,33,21,0.002031479
ten,1,21,0
ten,2,21,0.012284597
ten,3,21,0.02094641
ten,4,21,0.026919481
ten,5,21,0.030893938
ten,6,21,0.033382819
ten,7,21,0.034769514
ten,8,21,0.035341779
ten,9,21,0.035316348
ten,10,21,0.034856884
ten,11,21,0.034087181
ten,12,21,0.033100934
ten,13,21,0.03196902
ten,14,21,0.030744959
ten,15,21,0.029469023
ten,16,21,0.02817135
ten,17,21,0.026874317
ten,18,21,0.025594345
ten,19,21,0.024343287
ten,20,21,0.023129496
ten,21,21,0.021958641
ten,22,21,0.020834349
ten,23,21,0.019758691
ten,24,21,0.018732561
ten,25,21,0.017755979
ten,26,21,0.016828311
ten,27,21,0.015948451
ten,28,21,0.015114957
ten,29,21,0.014326156
ten,30,21,0.013580228
ten,31,21,0.012875266
ten,32,21,0.012209323
ten,33,21,0.011580449
twenty,1,21,0
twenty,2,21,0.017092494
twenty,3,21,0.02190039
twenty,4,21,0.021353777
twenty,5,21,0.018759958
twenty,6,21,0.015648126
twenty,7,21,0.012679992
twenty,8,21,0.010101408
twenty,9,21,0.00796609
twenty,10,21,0.006245456
twenty,11,21,0.00488141
twenty,12,21,0.003810665
twenty,13,21,0.002975027
twenty,14,21,0.002324924
twenty,15,21,0.001819837
twenty,16,21,0.001427449
twenty,17,21,0.001122362
twenty,18,21,0.000884808
twenty,19,21,0.000699481
twenty,20,21,0.000554573
twenty,21,21,0.000440985
twenty,22,21,0.000351711
twenty,23,21,0.000281352
twenty,24,21,0.000225742
twenty,25,21,0.000181662
twenty,26,21,0.000146619
twenty,27,21,0.00011868
twenty,28,21,9.63E-05
twenty,29,21,7.84E-05
twenty,30,21,6.40E-05
twenty,31,21,5.24E-05
twenty,32,21,4.30E-05
twenty,33,21,3.54E-05
two,1,22,0
two,2,22,4.46E-05
two,3,22,8.90E-05
two,4,22,0.000133301
two,5,22,0.000177499
two,6,22,0.00022158
two,7,22,0.000265547
two,8,22,0.0003094
two,9,22,0.000353139
two,10,22,0.000396766
two,11,22,0.000440282
two,12,22,0.000483687
two,13,22,0.000526983
two,14,22,0.00057017
two,15,22,0.00061325
two,16,22,0.000656222
two,17,22,0.000699089
two,18,22,0.00074185
two,19,22,0.000784506
two,20,22,0.000827059
two,21,22,0.000869509
two,22,22,0.000911857
two,23,22,0.000954103
two,24,22,0.000996248
two,25,22,0.001038294
two,26,22,0.001080241
two,27,22,0.001122088
two,28,22,0.001163838
two,29,22,0.001205491
two,30,22,0.001247048
two,31,22,0.001288508
two,32,22,0.001329874
two,33,22,0.001371144
ten,1,22,0
ten,2,22,0.011167816
ten,3,22,0.019316644
ten,4,22,0.02516498
ten,5,22,0.029257093
ten,6,22,0.032007577
ten,7,22,0.033733787
ten,8,22,0.034679665
ten,9,22,0.035033378
ten,10,22,0.034940486
