Pop,Theta,samplingSize,n.seg.sites
5,fifteen,8,74
5,fifteen,8,86
5,fifteen,16,97
5,fifteen,16,47
5,fifteen,16,100
5,fifteen,16,100
5,fifteen,16,34
5,fifteen,16,26
5,fifteen,16,26
5,fifteen,16,98
5,fifteen,16,51
5,fifteen,16,102
5,fifteen,16,101
5,fifteen,16,106
5,fifteen,16,89
5,fifteen,16,45
5,fifteen,16,105
5,fifteen,16,88
5,fifteen,16,50
5,fifteen,16,55
5,fifteen,16,54
5,fifteen,16,40
5,fifteen,16,94
5,fifteen,16,103
5,fifteen,16,85
5,fifteen,16,98
5,fifteen,16,88
5,fifteen,16,94
5,fifteen,16,104
5,fifteen,16,34
5,fifteen,16,84
5,fifteen,16,77
5,fifteen,16,89
5,fifteen,16,47
5,fifteen,16,47
5,fifteen,16,97
5,fifteen,16,78
5,fifteen,16,92
5,fifteen,16,100
5,fifteen,16,76
5,fifteen,16,42
5,fifteen,16,43
5,fifteen,16,53
5,fifteen,16,83
5,fifteen,16,46
5,fifteen,16,45
5,fifteen,16,94
5,fifteen,16,90
5,fifteen,16,106
5,fifteen,16,93
5,fifteen,16,101
5,fifteen,16,85
5,fifteen,16,100
5,fifteen,16,34
5,fifteen,16,46
5,fifteen,16,108
5,fifteen,16,95
5,fifteen,16,78
5,fifteen,16,102
5,fifteen,16,99
5,fifteen,16,86
5,fifteen,16,98
5,fifteen,16,99
5,fifteen,16,46
5,fifteen,16,101
5,fifteen,16,100
5,fifteen,16,93
5,fifteen,16,20
5,fifteen,16,102
5,fifteen,16,96
5,fifteen,16,101
5,fifteen,16,42
5,fifteen,16,105
5,fifteen,16,94
5,fifteen,16,99
5,fifteen,16,93
5,fifteen,16,93
5,fifteen,16,46
5,fifteen,16,88
5,fifteen,16,94
5,fifteen,16,86
5,fifteen,16,26
5,fifteen,16,17
5,fifteen,16,35
5,fifteen,16,35
5,fifteen,16,101
5,fifteen,16,77
5,fifteen,16,30
5,fifteen,16,46
5,fifteen,16,93
5,fifteen,16,85
5,fifteen,16,85
5,fifteen,16,100
5,fifteen,16,95
5,fifteen,16,114
5,fifteen,16,46
5,fifteen,16,94
5,fifteen,16,27
5,fifteen,16,44
5,fifteen,16,94
5,fifteen,16,41
5,fifteen,16,50
5,fifteen,32,101
5,fifteen,32,108
5,fifteen,32,109
5,fifteen,32,111
5,fifteen,32,106
5,fifteen,32,108
5,fifteen,32,108
5,fifteen,32,112
5,fifteen,32,109
5,fifteen,32,109
5,fifteen,32,97
5,fifteen,32,103
5,fifteen,32,109
5,fifteen,32,109
5,fifteen,32,110
5,fifteen,32,105
5,fifteen,32,115
5,fifteen,32,106
5,fifteen,32,105
5,fifteen,32,105
5,fifteen,32,109
5,fifteen,32,103
5,fifteen,32,111
5,fifteen,32,106
5,fifteen,32,107
5,fifteen,32,94
5,fifteen,32,50
5,fifteen,32,108
5,fifteen,32,98
5,fifteen,32,100
5,fifteen,32,103
5,fifteen,32,51
5,fifteen,32,108
5,fifteen,32,109
5,fifteen,32,108
5,fifteen,32,115
5,fifteen,32,108
5,fifteen,32,101
5,fifteen,32,106
5,fifteen,32,100
5,fifteen,32,113
5,fifteen,32,112
5,fifteen,32,54
5,fifteen,32,107
5,fifteen,32,54
5,fifteen,32,109
5,fifteen,32,117
5,fifteen,32,97
5,fifteen,32,108
5,fifteen,32,107
5,fifteen,32,113
5,fifteen,32,112
5,fifteen,32,110
5,fifteen,32,109
5,fifteen,32,114
5,fifteen,32,110
5,fifteen,32,106
5,fifteen,32,88
5,fifteen,32,90
5,fifteen,32,114
5,fifteen,32,55
5,fifteen,32,107
5,fifteen,32,53
5,fifteen,32,109
5,fifteen,32,107
5,fifteen,32,111
5,fifteen,32,112
5,fifteen,32,117
5,fifteen,32,110
5,fifteen,32,105
5,fifteen,32,108
5,fifteen,32,106
5,fifteen,32,109
5,fifteen,32,107
5,fifteen,32,107
5,fifteen,32,105
5,fifteen,32,113
5,fifteen,32,56
5,fifteen,32,108
5,fifteen,32,114
5,fifteen,32,99
5,fifteen,32,111
5,fifteen,32,107
5,fifteen,32,111
5,fifteen,32,111
5,fifteen,32,110
5,fifteen,32,109
5,fifteen,32,113
5,fifteen,32,103
5,fifteen,32,104
5,fifteen,32,102
5,fifteen,32,102
5,fifteen,32,54
5,fifteen,32,108
5,fifteen,32,96
5,fifteen,32,105
5,fifteen,32,112
5,fifteen,32,104
5,fifteen,32,110
5,fifteen,32,102
5,fifteen,64,114
5,fifteen,64,121
5,fifteen,64,117
5,fifteen,64,109
5,fifteen,64,121
5,fifteen,64,129
5,fifteen,64,115
5,fifteen,64,118
5,fifteen,64,130
5,fifteen,64,113
5,fifteen,64,113
5,fifteen,64,116
5,fifteen,64,120
5,fifteen,64,119
5,fifteen,64,120
5,fifteen,64,116
5,fifteen,64,113
5,fifteen,64,117
5,fifteen,64,114
5,fifteen,64,117
5,fifteen,64,117
5,fifteen,64,115
5,fifteen,64,121
5,fifteen,64,120
5,fifteen,64,105
5,fifteen,64,119
5,fifteen,64,114
5,fifteen,64,123
5,fifteen,64,125
5,fifteen,64,114
5,fifteen,64,60
5,fifteen,64,124
5,fifteen,64,121
5,fifteen,64,123
5,fifteen,64,127
5,fifteen,64,117
5,fifteen,64,127
5,fifteen,64,115
5,fifteen,64,123
5,fifteen,64,121
5,fifteen,64,115
5,fifteen,64,124
5,fifteen,64,108
5,fifteen,64,123
5,fifteen,64,118
5,fifteen,64,119
5,fifteen,64,112
5,fifteen,64,118
5,fifteen,64,125
5,fifteen,64,119
5,fifteen,64,112
5,fifteen,64,110
5,fifteen,64,127
5,fifteen,64,123
5,fifteen,64,126
5,fifteen,64,114
5,fifteen,64,113
5,fifteen,64,121
5,fifteen,64,117
5,fifteen,64,127
5,fifteen,64,118
5,fifteen,64,117
5,fifteen,64,118
5,fifteen,64,118
5,fifteen,64,116
5,fifteen,64,124
5,fifteen,64,124
5,fifteen,64,120
5,fifteen,64,123
5,fifteen,64,119
5,fifteen,64,117
5,fifteen,64,120
5,fifteen,64,119
5,fifteen,64,113
5,fifteen,64,116
5,fifteen,64,125
5,fifteen,64,127
5,fifteen,64,127
5,fifteen,64,120
5,fifteen,64,115
5,fifteen,64,119
5,fifteen,64,122
5,fifteen,64,119
5,fifteen,64,114
5,fifteen,64,125
5,fifteen,64,115
5,fifteen,64,119
5,fifteen,64,126
5,fifteen,64,116
5,fifteen,64,118
5,fifteen,64,117
5,fifteen,64,110
5,fifteen,64,112
5,fifteen,64,118
5,fifteen,64,110
5,fifteen,64,121
5,fifteen,64,121
5,fifteen,64,96
5,fifteen,64,122
5,fifteen,64,124
5,fifteen,128,135
5,fifteen,128,122
5,fifteen,128,131
5,fifteen,128,123
5,fifteen,128,124
5,fifteen,128,125
5,fifteen,128,129
5,fifteen,128,135
5,fifteen,128,129
5,fifteen,128,135
5,fifteen,128,127
5,fifteen,128,130
5,fifteen,128,120
5,fifteen,128,129
5,fifteen,128,129
5,fifteen,128,124
5,fifteen,128,122
5,fifteen,128,130
5,fifteen,128,128
5,fifteen,128,127
5,fifteen,128,120
5,fifteen,128,120
5,fifteen,128,122
5,fifteen,128,132
5,fifteen,128,125
5,fifteen,128,124
5,fifteen,128,128
5,fifteen,128,125
5,fifteen,128,123
5,fifteen,128,130
5,fifteen,128,119
5,fifteen,128,126
5,fifteen,128,127
5,fifteen,128,117
5,fifteen,128,136
5,fifteen,128,123
5,fifteen,128,126
5,fifteen,128,132
5,fifteen,128,139
5,fifteen,128,138
5,fifteen,128,128
5,fifteen,128,125
5,fifteen,128,126
5,fifteen,128,121
5,fifteen,128,125
5,fifteen,128,124
5,fifteen,128,127
5,fifteen,128,120
5,fifteen,128,120
5,fifteen,128,125
5,fifteen,128,122
5,fifteen,128,124
5,fifteen,128,139
5,fifteen,128,125
5,fifteen,128,122
5,fifteen,128,122
5,fifteen,128,125
5,fifteen,128,118
5,fifteen,128,122
5,fifteen,128,130
5,fifteen,128,127
5,fifteen,128,135
5,fifteen,128,136
5,fifteen,128,126
5,fifteen,128,123
5,fifteen,128,133
5,fifteen,128,127
5,fifteen,128,129
5,fifteen,128,129
5,fifteen,128,129
5,fifteen,128,136
5,fifteen,128,130
5,fifteen,128,131
5,fifteen,128,136
5,fifteen,128,122
5,fifteen,128,126
5,fifteen,128,126
5,fifteen,128,126
5,fifteen,128,136
5,fifteen,128,123
5,fifteen,128,126
5,fifteen,128,126
5,fifteen,128,128
5,fifteen,128,121
5,fifteen,128,126
5,fifteen,128,125
5,fifteen,128,130
5,fifteen,128,137
5,fifteen,128,126
5,fifteen,128,127
5,fifteen,128,124
5,fifteen,128,128
5,fifteen,128,119
5,fifteen,128,122
5,fifteen,128,124
5,fifteen,128,127
5,fifteen,128,133
5,fifteen,128,127
5,fifteen,128,126
5,fifteen,128,127
