Pop,Theta,Growth,samplingSize,n.haplotypes,hap.diversity,Max.Gamma.value
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,3,0.9258679,3
4,ten,no,4,2,0.9258679,2
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,2,0.9258679,2
4,ten,no,4,3,0.9258679,3
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,2,0.9258679,2
4,ten,no,4,1,0.9258679,1
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,2,0.9258679,2
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,2,0.9258679,2
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,2,0.9258679,2
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,3,0.9258679,3
4,ten,no,4,2,0.9258679,2
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,4,3,0.9258679,3
4,ten,no,4,4,0.9258679,4
4,ten,no,4,4,0.9258679,4
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,5,0.9258679,5
4,ten,no,8,6,0.9258679,6
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,5,0.9258679,5
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,5,0.9258679,5
4,ten,no,8,5,0.9258679,5
4,ten,no,8,5,0.9258679,5
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,8,0.9258679,8
4,ten,no,8,6,0.9258679,6
4,ten,no,8,8,0.9258679,8
4,ten,no,8,6,0.9258679,6
4,ten,no,8,4,0.9258679,4
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,4,0.9258679,4
4,ten,no,8,6,0.9258679,6
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,5,0.9258679,5
4,ten,no,8,3,0.9258679,3
4,ten,no,8,5,0.9258679,5
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,5,0.9258679,5
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,8,0.9258679,8
4,ten,no,8,5,0.9258679,5
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,5,0.9258679,5
4,ten,no,8,6,0.9258679,6
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,7,0.9258679,7
4,ten,no,8,4,0.9258679,4
4,ten,no,8,6,0.9258679,6
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,5,0.9258679,5
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,5,0.9258679,5
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,4,0.9258679,4
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,5,0.9258679,5
4,ten,no,8,7,0.9258679,7
4,ten,no,8,6,0.9258679,6
4,ten,no,8,8,0.9258679,8
4,ten,no,8,5,0.9258679,5
4,ten,no,8,5,0.9258679,5
4,ten,no,8,6,0.9258679,6
4,ten,no,8,6,0.9258679,6
4,ten,no,16,11,0.9258679,12
4,ten,no,16,10,0.9258679,11
4,ten,no,16,10,0.9258679,11
4,ten,no,16,10,0.9258679,11
4,ten,no,16,9,0.9258679,9
4,ten,no,16,10,0.9258679,11
4,ten,no,16,9,0.9258679,9
4,ten,no,16,10,0.9258679,11
4,ten,no,16,13,0.9258679,14
4,ten,no,16,12,0.9258679,13
4,ten,no,16,10,0.9258679,11
4,ten,no,16,13,0.9258679,14
4,ten,no,16,12,0.9258679,13
4,ten,no,16,9,0.9258679,9
4,ten,no,16,9,0.9258679,9
4,ten,no,16,14,0.9258679,15
4,ten,no,16,10,0.9258679,11
4,ten,no,16,11,0.9258679,12
4,ten,no,16,11,0.9258679,12
4,ten,no,16,8,0.9258679,8
4,ten,no,16,10,0.9258679,11
4,ten,no,16,10,0.9258679,11
4,ten,no,16,10,0.9258679,11
4,ten,no,16,12,0.9258679,13
4,ten,no,16,8,0.9258679,8
4,ten,no,16,11,0.9258679,12
4,ten,no,16,9,0.9258679,9
4,ten,no,16,10,0.9258679,11
4,ten,no,16,10,0.9258679,11
4,ten,no,16,10,0.9258679,11
4,ten,no,16,7,0.9258679,7
4,ten,no,16,9,0.9258679,9
4,ten,no,16,11,0.9258679,12
4,ten,no,16,10,0.9258679,11
4,ten,no,16,14,0.9258679,15
4,ten,no,16,10,0.9258679,11
4,ten,no,16,13,0.9258679,14
4,ten,no,16,8,0.9258679,8
4,ten,no,16,8,0.9258679,8
4,ten,no,16,8,0.9258679,8
4,ten,no,16,8,0.9258679,8
4,ten,no,16,10,0.9258679,11
4,ten,no,16,11,0.9258679,12
4,ten,no,16,8,0.9258679,8
4,ten,no,16,9,0.9258679,9
4,ten,no,16,12,0.9258679,13
4,ten,no,16,7,0.9258679,7
4,ten,no,16,13,0.9258679,14
4,ten,no,16,10,0.9258679,11
4,ten,no,16,9,0.9258679,9
4,ten,no,16,11,0.9258679,12
4,ten,no,16,12,0.9258679,13
4,ten,no,16,7,0.9258679,7
4,ten,no,16,10,0.9258679,11
4,ten,no,16,9,0.9258679,9
4,ten,no,16,9,0.9258679,9
4,ten,no,16,7,0.9258679,7
4,ten,no,16,9,0.9258679,9
4,ten,no,16,11,0.9258679,12
4,ten,no,16,11,0.9258679,12
4,ten,no,16,11,0.9258679,12
4,ten,no,16,10,0.9258679,11
4,ten,no,16,11,0.9258679,12
4,ten,no,16,11,0.9258679,12
4,ten,no,16,11,0.9258679,12
4,ten,no,16,9,0.9258679,9
4,ten,no,16,11,0.9258679,12
4,ten,no,16,7,0.9258679,7
4,ten,no,16,11,0.9258679,12
4,ten,no,16,11,0.9258679,12
4,ten,no,16,9,0.9258679,9
4,ten,no,16,9,0.9258679,9
4,ten,no,16,10,0.9258679,11
4,ten,no,16,8,0.9258679,8
4,ten,no,16,10,0.9258679,11
4,ten,no,16,11,0.9258679,12
4,ten,no,16,12,0.9258679,13
4,ten,no,16,9,0.9258679,9
4,ten,no,16,10,0.9258679,11
4,ten,no,16,10,0.9258679,11
4,ten,no,16,8,0.9258679,8
4,ten,no,16,13,0.9258679,14
4,ten,no,16,9,0.9258679,9
4,ten,no,16,10,0.9258679,11
4,ten,no,16,12,0.9258679,13
4,ten,no,16,9,0.9258679,9
4,ten,no,16,9,0.9258679,9
4,ten,no,16,10,0.9258679,11
4,ten,no,16,7,0.9258679,7
4,ten,no,16,10,0.9258679,11
4,ten,no,16,11,0.9258679,12
4,ten,no,16,10,0.9258679,11
4,ten,no,16,9,0.9258679,9
4,ten,no,16,10,0.9258679,11
4,ten,no,16,10,0.9258679,11
4,ten,no,16,9,0.9258679,9
4,ten,no,16,9,0.9258679,9
4,ten,no,16,8,0.9258679,8
4,ten,no,16,8,0.9258679,8
4,ten,no,16,10,0.9258679,11
4,ten,no,32,16,0.9258679,17
4,ten,no,32,12,0.9258679,13
4,ten,no,32,16,0.9258679,17
4,ten,no,32,15,0.9258679,16
4,ten,no,32,14,0.9258679,15
4,ten,no,32,17,0.9258679,18
4,ten,no,32,14,0.9258679,15
4,ten,no,32,20,0.9258679,21
4,ten,no,32,14,0.9258679,15
4,ten,no,32,15,0.9258679,16
4,ten,no,32,16,0.9258679,17
4,ten,no,32,15,0.9258679,16
4,ten,no,32,15,0.9258679,16
4,ten,no,32,18,0.9258679,19
4,ten,no,32,15,0.9258679,16
4,ten,no,32,12,0.9258679,13
4,ten,no,32,16,0.9258679,17
4,ten,no,32,13,0.9258679,14
4,ten,no,32,16,0.9258679,17
4,ten,no,32,16,0.9258679,17
4,ten,no,32,14,0.9258679,15
4,ten,no,32,14,0.9258679,15
4,ten,no,32,16,0.9258679,17
4,ten,no,32,15,0.9258679,16
4,ten,no,32,15,0.9258679,16
4,ten,no,32,16,0.9258679,17
4,ten,no,32,11,0.9258679,12
4,ten,no,32,13,0.9258679,14
4,ten,no,32,16,0.9258679,17
4,ten,no,32,14,0.9258679,15
4,ten,no,32,13,0.9258679,14
4,ten,no,32,17,0.9258679,18
4,ten,no,32,16,0.9258679,17
4,ten,no,32,16,0.9258679,17
4,ten,no,32,18,0.9258679,19
4,ten,no,32,15,0.9258679,16
4,ten,no,32,14,0.9258679,15
4,ten,no,32,15,0.9258679,16
4,ten,no,32,16,0.9258679,17
4,ten,no,32,9,0.9258679,9
4,ten,no,32,15,0.9258679,16
4,ten,no,32,13,0.9258679,14
4,ten,no,32,15,0.9258679,16
4,ten,no,32,14,0.9258679,15
4,ten,no,32,13,0.9258679,14
4,ten,no,32,12,0.9258679,13
4,ten,no,32,13,0.9258679,14
4,ten,no,32,17,0.9258679,18
4,ten,no,32,12,0.9258679,13
4,ten,no,32,14,0.9258679,15
4,ten,no,32,14,0.9258679,15
4,ten,no,32,17,0.9258679,18
4,ten,no,32,15,0.9258679,16
4,ten,no,32,15,0.9258679,16
4,ten,no,32,10,0.9258679,11
4,ten,no,32,16,0.9258679,17
4,ten,no,32,12,0.9258679,13
4,ten,no,32,14,0.9258679,15
4,ten,no,32,15,0.9258679,16
4,ten,no,32,15,0.9258679,16
4,ten,no,32,13,0.9258679,14
4,ten,no,32,16,0.9258679,17
4,ten,no,32,14,0.9258679,15
4,ten,no,32,16,0.9258679,17
4,ten,no,32,13,0.9258679,14
4,ten,no,32,13,0.9258679,14
4,ten,no,32,12,0.9258679,13
4,ten,no,32,14,0.9258679,15
4,ten,no,32,17,0.9258679,18
4,ten,no,32,13,0.9258679,14
4,ten,no,32,17,0.9258679,18
4,ten,no,32,16,0.9258679,17
4,ten,no,32,16,0.9258679,17
4,ten,no,32,15,0.9258679,16
4,ten,no,32,13,0.9258679,14
4,ten,no,32,14,0.9258679,15
4,ten,no,32,17,0.9258679,18
4,ten,no,32,11,0.9258679,12
4,ten,no,32,12,0.9258679,13
4,ten,no,32,13,0.9258679,14
4,ten,no,32,13,0.9258679,14
4,ten,no,32,11,0.9258679,12
4,ten,no,32,12,0.9258679,13
4,ten,no,32,15,0.9258679,16
4,ten,no,32,15,0.9258679,16
4,ten,no,32,14,0.9258679,15
4,ten,no,32,14,0.9258679,15
4,ten,no,32,14,0.9258679,15
4,ten,no,32,13,0.9258679,14
4,ten,no,32,13,0.9258679,14
4,ten,no,32,16,0.9258679,17
4,ten,no,32,15,0.9258679,16
4,ten,no,32,14,0.9258679,15
4,ten,no,32,16,0.9258679,17
4,ten,no,32,12,0.9258679,13
4,ten,no,32,18,0.9258679,19
4,ten,no,32,16,0.9258679,17
4,ten,no,32,16,0.9258679,17
4,ten,no,32,14,0.9258679,15
4,ten,no,32,16,0.9258679,17
4,ten,no,64,18,0.9258679,19
4,ten,no,64,21,0.9258679,22
4,ten,no,64,18,0.9258679,19
4,ten,no,64,20,0.9258679,21
4,ten,no,64,18,0.9258679,19
4,ten,no,64,19,0.9258679,20
4,ten,no,64,25,0.9258679,27
4,ten,no,64,23,0.9258679,24
4,ten,no,64,20,0.9258679,21
4,ten,no,64,20,0.9258679,21
4,ten,no,64,22,0.9258679,23
4,ten,no,64,23,0.9258679,24
4,ten,no,64,20,0.9258679,21
4,ten,no,64,20,0.9258679,21
4,ten,no,64,21,0.9258679,22
4,ten,no,64,21,0.9258679,22
4,ten,no,64,19,0.9258679,20
4,ten,no,64,20,0.9258679,21
4,ten,no,64,20,0.9258679,21
4,ten,no,64,20,0.9258679,21
4,ten,no,64,20,0.9258679,21
4,ten,no,64,19,0.9258679,20
4,ten,no,64,18,0.9258679,19
4,ten,no,64,20,0.9258679,21
4,ten,no,64,23,0.9258679,24
4,ten,no,64,20,0.9258679,21
4,ten,no,64,21,0.9258679,22
4,ten,no,64,24,0.9258679,26
4,ten,no,64,18,0.9258679,19
4,ten,no,64,22,0.9258679,23
4,ten,no,64,20,0.9258679,21
4,ten,no,64,18,0.9258679,19
4,ten,no,64,22,0.9258679,23
4,ten,no,64,20,0.9258679,21
4,ten,no,64,25,0.9258679,27
4,ten,no,64,18,0.9258679,19
4,ten,no,64,25,0.9258679,27
4,ten,no,64,17,0.9258679,18
4,ten,no,64,22,0.9258679,23
4,ten,no,64,23,0.9258679,24
4,ten,no,64,16,0.9258679,17
4,ten,no,64,21,0.9258679,22
4,ten,no,64,21,0.9258679,22
4,ten,no,64,20,0.9258679,21
4,ten,no,64,17,0.9258679,18
4,ten,no,64,23,0.9258679,24
4,ten,no,64,18,0.9258679,19
4,ten,no,64,20,0.9258679,21
4,ten,no,64,22,0.9258679,23
4,ten,no,64,15,0.9258679,16
4,ten,no,64,23,0.9258679,24
4,ten,no,64,21,0.9258679,22
4,ten,no,64,21,0.9258679,22
4,ten,no,64,17,0.9258679,18
4,ten,no,64,17,0.9258679,18
4,ten,no,64,19,0.9258679,20
4,ten,no,64,19,0.9258679,20
4,ten,no,64,22,0.9258679,23
4,ten,no,64,22,0.9258679,23
4,ten,no,64,25,0.9258679,27
4,ten,no,64,24,0.9258679,26
4,ten,no,64,19,0.9258679,20
4,ten,no,64,24,0.9258679,26
4,ten,no,64,19,0.9258679,20
4,ten,no,64,21,0.9258679,22
4,ten,no,64,20,0.9258679,21
4,ten,no,64,20,0.9258679,21
4,ten,no,64,22,0.9258679,23
4,ten,no,64,23,0.9258679,24
4,ten,no,64,20,0.9258679,21
4,ten,no,64,23,0.9258679,24
4,ten,no,64,22,0.9258679,23
4,ten,no,64,21,0.9258679,22
4,ten,no,64,21,0.9258679,22
4,ten,no,64,22,0.9258679,23
4,ten,no,64,18,0.9258679,19
4,ten,no,64,24,0.9258679,26
4,ten,no,64,23,0.9258679,24
4,ten,no,64,23,0.9258679,24
4,ten,no,64,19,0.9258679,20
4,ten,no,64,24,0.9258679,26
4,ten,no,64,23,0.9258679,24
4,ten,no,64,22,0.9258679,23
4,ten,no,64,20,0.9258679,21
4,ten,no,64,19,0.9258679,20
4,ten,no,64,18,0.9258679,19
4,ten,no,64,17,0.9258679,18
4,ten,no,64,22,0.9258679,23
4,ten,no,64,21,0.9258679,22
4,ten,no,64,22,0.9258679,23
4,ten,no,64,20,0.9258679,21
4,ten,no,64,22,0.9258679,23
4,ten,no,64,15,0.9258679,16
4,ten,no,64,22,0.9258679,23
4,ten,no,64,18,0.9258679,19
4,ten,no,64,21,0.9258679,22
4,ten,no,64,22,0.9258679,23
4,ten,no,64,21,0.9258679,22
4,ten,no,64,21,0.9258679,22
4,ten,no,64,21,0.9258679,22
4,ten,no,128,20,0.9258679,21
4,ten,no,128,27,0.9258679,29
4,ten,no,128,33,0.9258679,35
4,ten,no,128,23,0.9258679,24
4,ten,no,128,24,0.9258679,26
4,ten,no,128,26,0.9258679,28
4,ten,no,128,25,0.9258679,27
4,ten,no,128,24,0.9258679,26
4,ten,no,128,29,0.9258679,31
4,ten,no,128,28,0.9258679,30
4,ten,no,128,26,0.9258679,28
4,ten,no,128,24,0.9258679,26
4,ten,no,128,27,0.9258679,29
4,ten,no,128,26,0.9258679,28
4,ten,no,128,25,0.9258679,27
4,ten,no,128,30,0.9258679,32
4,ten,no,128,29,0.9258679,31
4,ten,no,128,26,0.9258679,28
4,ten,no,128,25,0.9258679,27
4,ten,no,128,26,0.9258679,28
4,ten,no,128,30,0.9258679,32
4,ten,no,128,28,0.9258679,30
4,ten,no,128,24,0.9258679,26
4,ten,no,128,32,0.9258679,34
4,ten,no,128,26,0.9258679,28
4,ten,no,128,26,0.9258679,28
4,ten,no,128,26,0.9258679,28
4,ten,no,128,28,0.9258679,30
4,ten,no,128,24,0.9258679,26
4,ten,no,128,25,0.9258679,27
4,ten,no,128,28,0.9258679,30
4,ten,no,128,28,0.9258679,30
4,ten,no,128,27,0.9258679,29
4,ten,no,128,24,0.9258679,26
4,ten,no,128,24,0.9258679,26
4,ten,no,128,26,0.9258679,28
4,ten,no,128,30,0.9258679,32
4,ten,no,128,28,0.9258679,30
4,ten,no,128,25,0.9258679,27
4,ten,no,128,25,0.9258679,27
4,ten,no,128,27,0.9258679,29
4,ten,no,128,27,0.9258679,29
4,ten,no,128,32,0.9258679,34
4,ten,no,128,25,0.9258679,27
4,ten,no,128,30,0.9258679,32
4,ten,no,128,30,0.9258679,32
4,ten,no,128,28,0.9258679,30
4,ten,no,128,26,0.9258679,28
4,ten,no,128,26,0.9258679,28
4,ten,no,128,27,0.9258679,29
4,ten,no,128,20,0.9258679,21
4,ten,no,128,26,0.9258679,28
4,ten,no,128,26,0.9258679,28
4,ten,no,128,26,0.9258679,28
4,ten,no,128,27,0.9258679,29
4,ten,no,128,25,0.9258679,27
4,ten,no,128,25,0.9258679,27
4,ten,no,128,29,0.9258679,31
4,ten,no,128,25,0.9258679,27
4,ten,no,128,29,0.9258679,31
4,ten,no,128,24,0.9258679,26
4,ten,no,128,28,0.9258679,30
4,ten,no,128,25,0.9258679,27
4,ten,no,128,25,0.9258679,27
4,ten,no,128,29,0.9258679,31
4,ten,no,128,30,0.9258679,32
4,ten,no,128,24,0.9258679,26
4,ten,no,128,27,0.9258679,29
4,ten,no,128,27,0.9258679,29
4,ten,no,128,26,0.9258679,28
4,ten,no,128,29,0.9258679,31
4,ten,no,128,26,0.9258679,28
4,ten,no,128,29,0.9258679,31
4,ten,no,128,22,0.9258679,23
4,ten,no,128,24,0.9258679,26
4,ten,no,128,23,0.9258679,24
4,ten,no,128,24,0.9258679,26
4,ten,no,128,23,0.9258679,24
4,ten,no,128,28,0.9258679,30
4,ten,no,128,27,0.9258679,29
4,ten,no,128,25,0.9258679,27
4,ten,no,128,23,0.9258679,24
4,ten,no,128,25,0.9258679,27
4,ten,no,128,28,0.9258679,30
4,ten,no,128,22,0.9258679,23
4,ten,no,128,27,0.9258679,29
4,ten,no,128,27,0.9258679,29
4,ten,no,128,23,0.9258679,24
4,ten,no,128,26,0.9258679,28
4,ten,no,128,21,0.9258679,22
4,ten,no,128,31,0.9258679,33
4,ten,no,128,25,0.9258679,27
4,ten,no,128,26,0.9258679,28
4,ten,no,128,27,0.9258679,29
4,ten,no,128,27,0.9258679,29
4,ten,no,128,29,0.9258679,31
4,ten,no,128,26,0.9258679,28
4,ten,no,128,24,0.9258679,26
4,ten,no,128,28,0.9258679,30
4,ten,no,128,25,0.9258679,27
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,2,0.7627047,2
5,twenty,yes,2,1,0.7627047,1
5,twenty,yes,4,2,0.7627047,2
5,twenty,yes,4,3,0.7627047,4
5,twenty,yes,4,3,0.7627047,4
5,twenty,yes,4,3,0.7627047,4
5,twenty,yes,4,4,0.7627047,5
5,twenty,yes,4,2,0.7627047,2
5,twenty,yes,4,2,0.7627047,2
5,twenty,yes,4,1,0.7627047,1
5,twenty,yes,4,3,0.7627047,4
5,twenty,yes,4,3,0.7627047,4
5,twenty,yes,4,3,0.7627047,4
5,twenty,yes,4,3,0.7627047,4
5,twenty,yes,4,4,0.7627047,5
5,twenty,yes,4,3,0.7627047,4
5,twenty,yes,4,3,0.7627047,4
5,twenty,yes,4,2,0.7627047,2
5,twenty,yes,4,4,0.7627047,5
5,twenty,yes,4,3,0.7627047,4
5,twenty,yes,4,3,0.7627047,4
